verification_id,applicant_id,verification_date,declared_income,verified_income,income_variance_pct,employment_type,employer_category,employment_tenure_yrs,form16_available,itr_filed,gst_filed,verification_source,verification_status
VER000983,APP000380,2022-09-27,31959.0,-26548.0,1.0,Unemployed,Government,1.4,0,1,0,Bank Statement,Verified
VER000984,APP007901,2023-12-04,31119.0,25715.0,3.9,Freelancer,Healthcare,4.5,0,1,0,Bank Statement,Partial
VER000985,APP000647,2022-08-05,37304.0,33227.0,-1.1,Salaried,Government,5.7,1,1,0,Payslip,Partial
VER000986,APP001576,2023-09-25,41149.0,33629.0,-6.4,Self-Employed,Startup,12.1,0,1,1,Bank Statement,Verified
VER000987,APP003420,2022-09-21,25422.0,26111.0,6.2,Freelancer,Healthcare,3.6,0,1,0,Bank Statement,Verified
VER000988,APP000269,2023-04-25,27179.0,23641.0,-14.2,Salaried,Telecom,13.9,1,1,0,Bank Statement,Unverified
VER000989,APP007193,2024-06-27,29332.0,23690.0,4.4,Salaried,PSU Bank,16.7,1,1,0,Bank Statement,Failed
VER000990,APP003629,2022-08-11,126337.0,91689.0,-11.9,Self-Employed,Government,6.1,0,1,1,ITR,Verified
VER000991,APP005524,,83034.0,64079.0,-5.8,Self-Employed,Education,11.7,0,1,1,Payslip,Verified
VER000992,APP002151,2022-05-24,227199.0,168780.0,-13.7,Salaried,Healthcare,17.1,1,0,0,Payslip,Partial
VER000993,APP005692,2022-07-29,25913.0,21953.0,-5.0,Salaried,Retail,21.4,1,1,0,Bank Statement,Unverified
VER000994,APP009163,2023-03-27,32778.0,32349.0,-1.3,Self-Employed,Manufacturing,14.4,0,0,1,ITR,Verified
VER000995,APP001201,2024-03-16,167871.0,153056.0,0.4,Self-Employed,Startup,14.0,0,1,1,ITR,Unverified
VER000996,APP013519,2022-03-29,59241.0,48222.0,-8.0,Salaried,Startup,9.6,1,0,0,Bank Statement,Verified
VER000997,APP001172,2022-05-02,78362.0,76255.0,-10.8,Self-Employed,Telecom,14.3,0,0,1,Payslip,Partial
VER000998,APP000764,2024-04-15,23166.0,24472.0,242.7,Retired,Healthcare,7.8,0,0,0,Payslip,Unverified
VER000999,APP000146,2023-04-21,25197.0,20543.0,-6.9,Salaried,Healthcare,19.1,1,1,0,Payslip,Verified
VER001000,APP005495,2024-05-30,80013.0,73182.0,-0.3,Salaried,IT Company,4.6,1,1,0,Payslip,Unverified
VER001001,APP002586,2022-01-16,72761.0,51559.0,-10.4,Salaried,FMCG,17.8,1,1,0,ITR,Partial
VER001002,APP014057,2023-03-26,14023.0,13558.0,-10.5,Salaried,Manufacturing,14.1,1,0,0,GST Portal,Unverified
VER001003,APP001131,2024-03-23,31487.0,-26866.0,-1.5,Business Owner,IT Company,4.7,0,1,1,ITR,Partial
VER001004,APP001368,2024-04-06,68470.0,59706.0,-4.7,Salaried,Government,14.9,1,1,0,Payslip,Verified
VER001005,APP013172,2023-03-18,189831.0,200756.0,6.7,Freelancer,Healthcare,13.8,0,1,0,Bank Statement,Verified
VER001006,APP013722,2023-07-14,64668.0,61277.0,-3.1,Business Owner,Manufacturing,10.9,0,1,0,ITR,Verified
VER001007,APP001017,2024-02-07,38897.0,31372.0,-10.2,Salaried,Government,22.5,1,1,0,Bank Statement,Verified
VER001008,APP004331,2024-02-27,30554.0,30023.0,3.7,Self-Employed,Retail,19.7,0,1,0,Payslip,Verified
VER001009,APP006394,2023-06-19,456479.0,366192.0,-12.3,Retired,Government,10.1,0,0,0,Payslip,Verified
VER001010,APP009068,2022-10-23,216493.0,160665.0,-7.0,Salaried,FMCG,20.7,1,1,0,Bank Statement,Verified
VER001011,APP009438,2022-04-15,43255.0,38109.0,-4.5,Business Owner,PSU Bank,4.8,0,1,1,ITR,Verified
VER001012,APP003165,2022-04-29,98729.0,74952.0,-4.7,Self-Employed,Government,24.0,0,0,1,Payslip,Failed
VER001013,APP011063,2022-02-02,160663.0,186959.0,9.4,Salaried,Startup,10.4,1,1,0,Payslip,Partial
VER001014,APP003012,2023-04-01,160588.0,158709.0,-1.0,Salaried,Government,4.1,1,1,0,Bank Statement,Verified
VER001015,APP005480,2024-05-08,21651.0,19490.0,3.3,Salaried,PSU Bank,7.1,1,1,0,Bank Statement,Verified
VER001016,APP014671,2023-05-18,446803.0,442293.0,6.4,Salaried,Healthcare,1.2,1,0,0,ITR,Verified
VER001017,APP001640,2023-08-30,38510.0,31030.0,-6.0,Self-Employed,Government,15.2,0,1,1,Bank Statement,Verified
VER001018,APP012261,2023-05-23,58445.0,46542.0,-15.0,Salaried,Manufacturing,20.8,0,0,0,Payslip,Verified
VER001019,APP010930,2022-01-16,60278.0,52170.0,-3.8,Salaried,Retail,0.6,1,0,0,ITR,Verified
VER001020,APP011836,2023-03-14,66106.0,59736.0,1.8,Salaried,Manufacturing,21.7,1,1,0,ITR,Unverified
VER001021,APP014741,2022-09-29,54280.0,51840.0,4.2,Business Owner,Telecom,5.7,0,0,0,Bank Statement,Failed
VER001022,APP001024,2024-02-20,40912.0,39957.0,6.4,Business Owner,Retail,21.8,0,1,1,ITR,Failed
VER001023,APP013048,2022-06-03,148572.0,148455.0,-9.7,Freelancer,Government,20.6,0,0,0,Payslip,Verified
VER001024,APP011262,2022-05-07,65088.0,74771.0,8.1,Salaried,Government,20.1,1,0,0,Payslip,Verified
VER001025,APP012129,2023-06-18,20769.0,23647.0,3.3,Unemployed,Telecom,6.9,0,0,0,ITR,Verified
VER001026,APP008432,2022-09-12,113947.0,114371.0,7.6,Salaried,Telecom,11.6,1,0,0,GST Portal,Unverified
VER001027,APP001989,2022-12-14,21747.0,15833.0,-9.8,Salaried,Telecom,-1.8,1,1,0,Employer Letter,Verified
VER001028,APP008700,2022-12-02,81088.0,65163.0,-11.9,Salaried,PSU Bank,17.5,1,1,0,Bank Statement,Unverified
VER001029,APP012813,2022-07-14,16158.0,14886.0,-5.3,Business Owner,Startup,14.6,0,0,1,Payslip,Verified
VER001030,APP006138,2023-11-27,69150.0,73086.0,6.3,Self-Employed,Retail,1.7,0,1,1,Bank Statement,Verified
VER001031,APP003911,2022-09-14,22383.0,24403.0,0.4,Salaried,Manufacturing,11.2,0,1,0,Bank Statement,Partial
VER001032,APP013287,2022-09-07,127494.0,91991.0,-9.7,Self-Employed,IT Company,16.5,0,1,1,ITR,Verified
VER001033,APP003566,2022-06-25,44140.0,29043.0,-14.8,Salaried,Startup,3.8,1,1,0,Payslip,Verified
VER001034,APP013039,2022-03-06,21249.0,17757.0,-6.3,Salaried,Telecom,21.9,1,1,0,ITR,Verified
VER001035,APP014486,2023-05-26,180312.0,155363.0,-8.9,Freelancer,Manufacturing,16.3,0,1,0,Bank Statement,Verified
VER001036,APP000966,2022-08-23,37940.0,35636.0,5.1,Self-Employed,Telecom,17.5,0,0,1,Employer Letter,Verified
VER001037,APP000386,2022-03-27,53930.0,50400.0,-0.4,Salaried,Manufacturing,16.3,1,1,0,Payslip,Partial
VER001038,APP006460,2022-02-25,264888.0,258577.0,-5.9,Retired,Startup,7.7,0,1,0,Payslip,Verified
VER001039,APP002141,2022-03-25,53450.0,35599.0,-14.4,Self-Employed,FMCG,17.6,0,1,1,GST Portal,Verified
VER001040,APP003653,2023-02-13,201354.0,173863.0,-6.7,Self-Employed,IT Company,6.3,0,1,1,ITR,Verified
VER001041,APP007499,2022-02-19,50830.0,46834.0,6.1,Business Owner,Healthcare,4.7,0,0,1,ITR,Verified
VER001042,APP000336,2023-08-11,79248.0,67070.0,-9.1,Salaried,FMCG,22.6,1,1,0,Bank Statement,Verified
VER001043,APP013716,2022-04-29,23443.0,20150.0,-0.3,Salaried,PSU Bank,16.5,1,0,0,Payslip,Verified
VER001044,APP007749,2024-01-05,174424.0,198220.0,6.1,Self-Employed,IT Company,9.2,0,0,0,Payslip,Partial
VER001045,APP011696,2022-09-13,27218.0,0.0,-9.7,Self-Employed,Education,16.7,0,1,1,ITR,Verified
VER001046,APP005802,2022-09-28,52276.0,53501.0,-4.6,Self-Employed,Retail,5.3,0,0,1,Payslip,Unverified
VER001047,APP009541,2024-06-13,362420.0,321709.0,1.9,Salaried,Healthcare,8.1,1,1,0,Payslip,Verified
VER001048,APP012148,2022-05-06,34285.0,28355.0,4.7,Self-Employed,Telecom,19.3,0,0,1,Bank Statement,Unverified
VER001049,APP009032,05-01-2023,133148.0,120756.0,-4.1,Freelancer,PSU Bank,13.0,0,1,0,GST Portal,Verified
VER001050,APP003019,2022-09-25,26788.0,23742.0,8.6,Salaried,Telecom,2.2,0,0,0,Payslip,Verified
VER001051,APP000441,2022-10-30,35356.0,35791.0,8.9,Self-Employed,Healthcare,21.6,0,1,1,Payslip,Verified
VER001052,APP003775,2023-09-01,111489.0,111352.0,-2.7,Salaried,Healthcare,17.5,1,1,0,Bank Statement,Partial
VER001053,APP001241,2022-01-25,35978.0,31611.0,7.5,Self-Employed,Healthcare,20.3,0,1,1,Bank Statement,Verified
VER001054,APP008244,2023-06-13,29996.0,25150.0,4.9,Business Owner,PSU Bank,21.2,0,1,1,Employer Letter,Verified
VER001055,APP002205,2022-09-14,130061.0,124881.0,4.2,Salaried,Startup,16.8,1,0,0,Bank Statement,Partial
VER001056,APP010267,2022-12-22,66933.0,54961.0,-14.2,Business Owner,IT Company,3.2,0,1,1,Employer Letter,Verified
VER001057,APP002080,2023-09-14,204254.0,161920.0,-2.3,Self-Employed,IT Company,24.1,0,1,1,Bank Statement,Verified
VER001058,APP007712,2023-12-24,59692.0,62043.0,-0.9,Salaried,Startup,14.6,1,1,0,Bank Statement,Verified
VER001059,APP007915,2024-01-09,57761.0,44995.0,-13.5,Salaried,Retail,6.3,1,1,0,Bank Statement,Failed
VER001060,APP001299,2023-07-18,38980.0,36425.0,1.3,Freelancer,FMCG,8.3,0,1,0,Payslip,Verified
VER001061,APP003705,2022-10-13,69669.0,63140.0,5.7,Salaried,Healthcare,18.7,1,0,0,GST Portal,Verified
VER001062,APP013546,2023-04-26,255344.0,223990.0,-7.9,Salaried,Manufacturing,13.0,1,1,0,ITR,Verified
VER001063,APP004529,2023-01-23,34244.0,28853.0,-0.3,Business Owner,Startup,-0.5,0,1,0,GST Portal,Verified
VER001064,APP011320,2023-02-22,78434.0,63897.0,-11.1,Salaried,PSU Bank,12.3,1,0,0,Bank Statement,Verified
VER001065,APP010985,2023-10-13,22966.0,23726.0,-1.7,Retired,Healthcare,24.4,0,1,0,Bank Statement,Verified
VER001066,APP005112,2023-11-24,68924.0,61787.0,340.0,Salaried,IT Company,18.8,1,1,0,ITR,Verified
VER001067,APP007145,2023-06-03,112045.0,108239.0,2.5,Salaried,Telecom,1.3,1,1,0,Bank Statement,Verified
VER001068,APP011437,2023-06-23,187614.0,177837.0,-7.4,Salaried,Government,17.4,1,1,0,Bank Statement,Verified
VER001069,APP006104,2024-01-10,148889.0,146798.0,-2.5,Salaried,Retail,4.1,1,1,0,ITR,Failed
VER001070,APP004438,2022-03-29,133427.0,131807.0,0.3,Self-Employed,Manufacturing,14.9,0,0,1,Payslip,Failed
VER001071,APP009253,2023-11-16,196385.0,162051.0,-0.4,Salaried,Government,24.0,1,1,0,Payslip,Verified
VER001072,APP013479,2024-02-04,84552.0,70503.0,-0.4,Salaried,Healthcare,1.0,1,1,0,Payslip,Verified
VER001073,APP004465,2022-01-21,21137.0,20985.0,9.5,Salaried,IT Company,25.0,1,1,0,Bank Statement,Verified
VER001074,APP005004,2022-06-08,35519.0,26796.0,-4.5,Unemployed,IT Company,1.7,0,1,0,Payslip,Verified
VER001075,APP013919,2023-09-25,27628.0,24712.0,9.2,Unemployed,Telecom,10.8,0,0,0,Payslip,Verified
VER001076,APP014627,2023-09-12,86781.0,61744.0,-7.7,Retired,Telecom,3.7,0,1,0,Payslip,Verified
VER001077,APP001660,2022-01-22,24600.0,20973.0,-6.6,Salaried,FMCG,-0.8,1,1,0,Bank Statement,Verified
VER001078,APP013786,2023-09-06,263807.0,224715.0,-7.2,Salaried,FMCG,8.8,1,1,0,ITR,Verified
VER001079,APP003157,2024-01-15,187080.0,208088.0,7.6,Unemployed,Telecom,20.3,0,1,0,GST Portal,Verified
VER001080,APP012783,2024-05-17,28368.0,23008.0,-12.1,Retired,Retail,1.9,0,1,0,Payslip,Partial
VER001081,APP003794,2022-03-16,25799.0,26091.0,4.0,Salaried,PSU Bank,0.6,1,1,0,Payslip,Failed
VER001082,APP004443,2023-03-27,35233.0,29368.0,193.5,Business Owner,Government,11.9,0,0,0,ITR,Verified
VER001083,APP003510,2023-09-18,163554.0,182106.0,7.9,Business Owner,Retail,18.7,0,1,1,Payslip,Verified
VER001084,APP005906,2023-08-30,28122.0,-23374.0,3.7,Salaried,Manufacturing,16.6,1,1,0,Payslip,Unverified
VER001085,APP000873,2024-05-22,35867.0,29263.0,-13.6,Salaried,Telecom,12.2,1,1,1,Bank Statement,Verified
VER001086,APP002381,2023-07-25,80187.0,70664.0,-11.7,Self-Employed,Healthcare,12.3,0,1,1,Payslip,Partial
VER001087,APP009269,2022-02-03,47024.0,34038.0,-13.3,Business Owner,Telecom,10.1,0,1,0,Bank Statement,Partial
VER001088,APP004992,2022-03-28,64596.0,58483.0,1.9,Salaried,Education,23.1,1,1,0,Payslip,Verified
VER001089,APP006090,2022-07-07,82495.0,61956.0,-12.7,Unemployed,PSU Bank,7.7,0,0,0,Bank Statement,Partial
VER001090,APP002558,2022-06-12,59076.0,50235.0,1.2,Retired,Government,23.7,0,0,0,Bank Statement,Verified
VER001091,APP008584,2023-03-03,19878.0,19486.0,-8.4,Unemployed,Telecom,14.6,0,1,0,Employer Letter,Verified
VER001092,APP013687,01-04-2022,36893.0,27211.0,-13.7,Retired,FMCG,15.7,0,1,0,Payslip,Verified
VER001093,APP010226,2024-04-20,45567.0,38121.0,-4.8,Business Owner,IT Company,18.0,0,0,1,ITR,Verified
VER001094,APP010052,19-07-2023,119023.0,143291.0,9.5,Salaried,Government,4.3,1,0,0,Payslip,Verified
VER001095,APP013008,2023-09-11,41714.0,36775.0,3.6,Salaried,Startup,0.6,1,1,0,Payslip,Unverified
VER001096,APP005732,2022-09-11,30716.0,28091.0,-2.6,Self-Employed,Government,2.5,0,0,1,Payslip,Verified
VER001097,APP010670,2023-02-19,55446.0,64042.0,284.5,Salaried,Telecom,17.3,1,1,0,Payslip,Partial
VER001098,APP013580,2022-12-02,126647.0,113776.0,-8.8,Salaried,Telecom,23.7,1,1,0,ITR,Verified
VER001099,APP005083,2022-11-21,136437.0,95089.0,-14.1,Salaried,IT Company,18.5,1,1,0,Bank Statement,Verified
VER001100,APP001902,2022-03-22,32118.0,31584.0,6.6,Freelancer,Retail,8.0,0,1,0,Bank Statement,Unverified
VER001101,APP006616,2024-05-15,192394.0,172086.0,-3.4,Salaried,Healthcare,4.4,1,1,0,Payslip,Verified
VER001102,APP014088,2023-05-05,486609.0,442462.0,-5.0,Salaried,PSU Bank,0.6,1,1,0,ITR,Verified
VER001103,APP000305,2024-01-28,112496.0,104427.0,4.7,Salaried,IT Company,21.7,1,1,0,Payslip,Verified
VER001104,APP003086,2022-03-17,39423.0,47103.0,9.4,Self-Employed,IT Company,21.6,0,1,0,Bank Statement,Verified
VER001105,APP006182,2023-06-23,37111.0,31593.0,9.3,Salaried,Manufacturing,20.2,1,1,0,Payslip,unverfied
VER001106,APP001041,2022-05-16,75575.0,59518.0,-8.7,Salaried,Telecom,3.3,1,1,0,Payslip,Verified
VER001107,APP004607,2023-03-19,21823.0,20704.0,3.0,Salaried,Government,10.2,0,1,0,Bank Statement,Verified
VER001108,APP008801,2024-06-11,72317.0,78240.0,-2.0,Salaried,Retail,7.1,1,1,0,Bank Statement,Verified
VER001109,APP004300,2022-03-17,26769.0,20598.0,-9.4,Salaried,Education,1.1,1,1,0,GST Portal,Verified
VER001110,APP011183,2023-01-28,212331.0,181628.0,-4.9,Salaried,IT Company,16.7,1,1,0,ITR,Verified
VER001111,APP009057,2023-08-28,30123.0,32365.0,6.0,Salaried,Government,2.0,1,1,0,ITR,Verified
VER001112,APP014183,2024-02-14,58647.0,42532.0,-11.7,Retired,Education,20.2,0,1,0,Payslip,Failed
VER001113,APP001219,2023-02-11,44099.0,40831.0,-9.9,Self-Employed,Healthcare,22.0,0,1,1,Bank Statement,Verified
VER001114,APP000562,2024-03-01,116186.0,135909.0,8.4,Business Owner,Telecom,20.4,0,1,1,Bank Statement,Verified
VER001115,APP002891,2023-06-04,23964.0,22722.0,1.5,Freelancer,Education,19.4,0,0,0,Bank Statement,Verified
VER001116,APP003345,2022-10-23,41536.0,0.0,-2.4,Business Owner,IT Company,15.0,0,1,0,Payslip,Verified
VER001117,APP009422,2022-10-12,55324.0,45210.0,-0.6,Salaried,Government,14.2,1,1,0,Bank Statement,Unverified
VER001118,APP002444,2023-01-08,59968.0,46509.0,-14.2,Self-Employed,PSU Bank,6.9,0,1,1,ITR,Verified
VER001119,APP014509,2023-08-12,39910.0,30907.0,-3.7,Business Owner,Manufacturing,16.1,0,1,0,Payslip,Unverified
VER001120,APP005569,,58790.0,52880.0,-3.4,Self-Employed,Government,15.0,0,0,1,ITR,Verified
VER001121,APP003826,2023-01-15,99786.0,106455.0,7.0,Business Owner,Telecom,3.5,0,1,1,Bank Statement,Unverified
VER001122,APP010651,2022-07-21,66021.0,51922.0,2.2,Self-Employed,PSU Bank,2.5,0,1,1,ITR,Verified
VER001123,APP012332,2022-11-11,23408.0,26233.0,2.3,Salaried,Startup,7.2,1,1,0,Payslip,Verified
VER001124,APP005322,2023-06-17,17616.0,20444.0,5.4,Salaried,Telecom,20.5,1,0,0,ITR,Partial
VER001125,APP006992,2022-09-13,84902.0,61072.0,-7.8,Salaried,Government,13.4,1,0,0,Bank Statement,Unverified
VER001126,APP001461,2024-03-05,21817.0,-18039.0,-10.3,Business Owner,PSU Bank,3.1,0,1,1,Employer Letter,Failed
VER001127,APP005602,2023-02-18,61491.0,51112.0,-13.0,Salaried,Education,22.3,1,0,0,Bank Statement,Partial
VER001128,APP005358,2024-04-26,36195.0,28753.0,-10.1,Freelancer,Government,18.1,0,0,0,Payslip,Verified
VER001129,APP008521,2024-01-09,19467.0,14328.0,-13.4,Salaried,Telecom,24.2,1,1,0,ITR,Partial
VER001130,APP008037,2023-09-30,34051.0,34416.0,-0.5,Salaried,Startup,19.7,1,1,0,Bank Statement,Verified
VER001131,APP002987,2024-01-18,315570.0,255932.0,-12.0,Self-Employed,Education,1.4,0,1,1,Bank Statement,Unverified
VER001132,APP014804,2022-10-10,60172.0,53748.0,-13.7,Self-Employed,Government,11.7,0,0,1,Bank Statement,Partial
VER001133,APP014199,2023-03-17,24078.0,25228.0,0.1,Business Owner,Telecom,4.2,0,1,0,Payslip,Verified
VER001134,APP012306,2022-06-19,31138.0,31556.0,-8.2,Self-Employed,Healthcare,22.0,0,1,1,Payslip,Unverified
VER001135,APP011254,2024-03-09,75334.0,64532.0,1.7,Salaried,Healthcare,1.2,1,0,0,Bank Statement,Failed
VER001136,APP007272,2023-07-03,149136.0,0.0,2.4,Salaried,FMCG,24.4,1,1,0,ITR,Verified
VER001137,APP011473,2022-11-21,184212.0,155950.0,6.2,Salaried,FMCG,10.3,1,0,0,Payslip,Unverified
VER001138,APP011118,2023-12-06,22229.0,21224.0,-12.7,Self-Employed,Retail,9.6,0,1,1,ITR,Verified
VER001139,APP001307,2024-06-21,26656.0,20205.0,-11.6,Business Owner,Retail,16.1,0,1,0,ITR,Unverified
VER001140,APP000970,2023-06-12,22906.0,18839.0,6.4,Salaried,IT Company,22.5,1,1,0,Payslip,Unverified
VER001141,APP012696,2022-07-10,27009.0,-25764.0,-12.5,Business Owner,Retail,10.6,0,0,0,Bank Statement,Partial
VER001142,APP008730,2024-01-31,97920.0,81919.0,8.3,Self-Employed,Government,13.2,0,0,0,GST Portal,Verified
VER001143,APP000572,2023-08-29,37241.0,30420.0,-7.5,Self-Employed,Retail,6.6,0,1,1,ITR,Failed
VER001144,APP013003,2022-12-21,70946.0,70726.0,-3.2,Salaried,Manufacturing,17.9,1,0,0,ITR,Verified
VER001145,APP013643,2022-01-10,32716.0,27239.0,5.7,Salaried,Education,10.2,1,0,0,ITR,Verified
VER001146,APP013372,2022-01-09,45783.0,46040.0,2.4,Salaried,Healthcare,23.1,1,1,0,Bank Statement,Verified
VER001147,APP001995,2024-01-24,119231.0,89094.0,-4.6,Business Owner,Education,13.6,0,1,0,GST Portal,Verified
VER001148,APP011438,2024-03-06,64088.0,64472.0,9.1,Salaried,Education,11.0,1,1,0,ITR,Verified
VER001149,APP011261,2022-04-29,34889.0,24939.0,-13.3,Self-Employed,Manufacturing,5.8,0,1,1,Payslip,Verified
VER001150,APP008753,2022-12-06,23512.0,0.0,-2.0,Business Owner,Government,-1.8,0,1,0,Bank Statement,Verified
VER001151,APP013514,2022-02-15,28915.0,25227.0,-2.6,Retired,Manufacturing,21.4,0,1,0,Bank Statement,Verified
VER001152,APP014225,2023-09-04,48385.0,51984.0,4.3,Salaried,Healthcare,14.2,1,1,0,ITR,Verified
VER001153,APP014642,2022-11-05,49103.0,35983.0,-8.5,Salaried,Retail,13.7,1,1,0,Payslip,Verified
VER001154,APP002678,2024-01-02,98369.0,92565.0,7.4,Salaried,Education,5.5,1,1,0,Payslip,Unverified
VER001155,APP013839,2023-11-28,60305.0,49795.0,278.4,Salaried,Healthcare,22.1,1,1,0,Payslip,Unverified
VER001156,APP013952,2023-12-07,45811.0,39594.0,-2.0,Salaried,FMCG,5.1,1,0,0,Payslip,Verified
VER001157,APP001350,2023-05-17,49817.0,41294.0,0.1,Freelancer,Startup,8.2,0,1,0,ITR,Verified
VER001158,APP003037,2023-03-26,31948.0,29879.0,-8.3,Salaried,Government,8.0,1,0,0,ITR,Verified
VER001159,APP005342,2022-05-14,57775.0,63591.0,8.6,Self-Employed,PSU Bank,14.9,0,1,1,Bank Statement,Verified
VER001160,APP009250,07/04/2023,56859.0,44720.0,-6.2,Salaried,Startup,17.6,1,1,0,ITR,Verified
VER001161,APP013865,2023-11-26,392711.0,364258.0,4.1,Salaried,Education,17.4,1,1,0,GST Portal,Unverified
VER001162,APP004596,2022-02-15,29455.0,26442.0,1.4,Self-Employed,Government,18.4,0,0,1,Payslip,Verified
VER001163,APP004164,2022-01-27,186872.0,165537.0,-9.9,Salaried,IT Company,11.5,0,1,0,Payslip,Verified
VER001164,APP014096,2022-12-31,95226.0,76055.0,-11.5,Salaried,Retail,24.0,1,1,0,Payslip,Verified
VER001165,APP002663,2022-04-19,40815.0,30729.0,-7.4,Salaried,Telecom,5.8,1,1,0,GST Portal,Verified
VER001166,APP008136,2023-08-09,438319.0,472823.0,-1.2,Self-Employed,Manufacturing,17.3,0,1,1,Employer Letter,Verified
VER001167,APP003151,2024-06-19,73220.0,69127.0,-8.2,Salaried,FMCG,2.2,1,0,0,Payslip,Partial
VER001168,APP011770,2024-04-21,47052.0,35523.0,-12.5,Business Owner,Retail,2.8,0,1,1,Payslip,Verified
VER001169,APP012098,2023-07-20,53224.0,53648.0,-5.0,Salaried,IT Company,22.3,1,0,0,Payslip,Partial
VER001170,APP010442,2023-12-01,44166.0,33160.0,-13.7,Business Owner,Telecom,3.9,0,1,0,Payslip,Verified
VER001171,APP007920,2022-12-18,53122.0,49252.0,-8.1,Freelancer,Healthcare,3.4,0,0,0,Employer Letter,Partial
VER001172,APP007095,2024-03-21,51933.0,53201.0,7.5,Salaried,Telecom,24.4,1,1,0,Payslip,Unverified
VER001173,APP007161,2023-04-29,24145.0,18730.0,-6.1,Business Owner,Government,4.5,0,0,1,Payslip,Failed
VER001174,APP013134,2024-01-07,22052.0,18989.0,-13.5,Self-Employed,PSU Bank,16.0,0,1,1,ITR,Verified
VER001175,APP003181,2022-05-01,221071.0,194465.0,2.4,Self-Employed,PSU Bank,10.6,0,1,1,ITR,Verified
VER001176,APP010940,2022-03-21,33304.0,36973.0,2.0,Salaried,Manufacturing,12.1,1,1,0,Bank Statement,Unverified
VER001177,APP001412,2023-07-24,267664.0,217221.0,-13.9,Freelancer,Startup,12.1,0,1,0,Payslip,Verified
VER001178,APP007308,2024-06-17,445815.0,395760.0,-3.7,Unemployed,Healthcare,20.2,0,1,0,Employer Letter,Verified
VER001179,APP006283,2023-12-28,58263.0,-47102.0,-10.2,Salaried,FMCG,22.1,1,0,0,Bank Statement,Partial
VER001180,APP002002,2023-08-04,55449.0,42640.0,-1.5,Self-Employed,Healthcare,17.8,0,1,1,Bank Statement,Verified
VER001181,APP013943,2024-03-31,32737.0,28492.0,0.1,Salaried,Retail,17.9,1,1,1,Bank Statement,Unverified
VER001182,APP001139,20-05-2022,60003.0,45000.0,-11.8,Salaried,Retail,9.1,1,1,0,Bank Statement,Verified
VER001183,APP008560,2022-06-18,93872.0,76211.0,1.5,Freelancer,Startup,20.8,0,1,0,Bank Statement,Unverified
VER001184,APP014802,2023-06-22,164900.0,122691.0,-6.8,Salaried,IT Company,14.1,1,1,0,GST Portal,Verified
VER001185,APP009219,2022-04-03,47849.0,55655.0,7.1,Salaried,Telecom,8.4,1,1,0,Payslip,Verified
VER001186,APP011477,2022-12-10,262808.0,278229.0,-3.3,Business Owner,IT Company,13.1,0,1,1,ITR,Verified
VER001187,APP004833,2023-08-01,197325.0,187030.0,1.5,Salaried,Telecom,17.5,1,1,0,Bank Statement,Verified
VER001188,APP010255,2023-08-17,41501.0,45326.0,2.7,Salaried,Retail,11.1,1,0,0,Bank Statement,Verified
VER001189,APP011102,2023-10-18,36302.0,30026.0,0.3,Business Owner,Telecom,16.8,0,1,1,Bank Statement,Verified
VER001190,APP003973,2023-01-27,53284.0,58462.0,2.8,Salaried,Manufacturing,16.0,1,1,0,Payslip,Partial
VER001191,APP000739,2022-09-07,94161.0,84611.0,9.4,Business Owner,Education,24.7,0,0,1,ITR,Failed
VER001192,APP007011,2023-11-24,17067.0,18686.0,9.5,Unemployed,Startup,3.3,0,1,0,ITR,Verified
VER001193,APP005627,2024-05-18,27785.0,21498.0,-8.0,Salaried,Telecom,22.9,1,0,0,Bank Statement,Verified
VER001194,APP009420,2022-09-02,132282.0,110676.0,-11.2,Self-Employed,Telecom,5.7,0,0,1,ITR,Verified
VER001195,APP012385,2023-02-16,47534.0,35025.0,-12.4,Self-Employed,Retail,5.4,0,1,1,Payslip,Verified
VER001196,APP014400,,19891.0,16692.0,6.0,Self-Employed,Healthcare,10.8,0,1,0,Payslip,Verified
VER001197,APP014142,2023-06-10,50806.0,38773.0,-7.5,Business Owner,Startup,5.8,0,1,1,Payslip,Verified
VER001198,APP006614,2024-06-08,42467.0,42574.0,-4.4,Unemployed,PSU Bank,23.0,0,0,0,Payslip,Verified
VER001199,APP012773,2023-01-02,67014.0,58183.0,6.8,Salaried,Retail,14.8,1,1,0,Payslip,Unverified
VER001200,APP003358,2024-05-31,15761.0,15829.0,-0.2,Unemployed,Telecom,24.0,0,1,0,Payslip,Verified
VER001201,APP007682,2023-11-08,18484.0,20565.0,3.9,Business Owner,FMCG,23.5,0,1,1,Payslip,Unverified
VER001202,APP003664,2023-01-13,30734.0,29422.0,129.9,Freelancer,PSU Bank,20.6,0,1,0,Payslip,Verified
VER001203,APP007952,2023-02-13,17960.0,14399.0,-14.9,Salaried,Telecom,12.2,1,0,0,Bank Statement,Verified
VER001204,APP014012,2022-12-31,78470.0,59203.0,-12.9,Self-Employed,IT Company,22.1,0,1,1,Bank Statement,Partial
VER001205,APP011928,2023-01-23,22488.0,18261.0,-10.2,Salaried,IT Company,8.0,1,0,0,Payslip,Failed
VER001206,APP014354,2022-09-11,251188.0,186692.0,-9.0,Salaried,Telecom,-0.3,1,1,0,GST Portal,Verified
VER001207,APP014785,2022-03-01,30086.0,27574.0,-12.4,Business Owner,PSU Bank,22.9,0,1,1,Payslip,Verified
