bureau_record_id,applicant_id,bureau_name,pull_date,credit_score,total_accounts,active_accounts,payment_history_pct,credit_utilisation_pct,derogatory_marks,hard_inquiries_6m,oldest_account_yrs,total_credit_limit,outstanding_balance,missed_payments_12m
BUR0005685,APP004928,Experian,2022-02-04,582,11,10,81.3,25.3,0,8,2.3,563000.0,488500.0,0
BUR0005686,APP004928,Equifax,2022-10-29,575,2,2,92.2,50.5,0,1,6.3,208000.0,279000.0,2
BUR0005687,APP004929,Experian,2024-02-28,899,7,6,84.0,181.0,2,4,12.0,576000.0,139100.0,0
BUR0005688,APP004931,CIBIL,2022-09-10,412,13,4,77.1,51.1,0,2,12.4,1248000.0,400900.0,0
BUR0005689,APP004933,CRIF,2022-06-23,578,12,5,97.4,70.4,2,3,15.4,1632000.0,312100.0,0
BUR0005690,APP004933,Experian,2022-10-16,604,18,0,90.0,54.0,0,0,8.7,360000.0,403010.66574388254,1
BUR0005691,APP004936,Experian,,463,18,1,79.9,91.7,0,5,3.9,600000.0,142400.0,3
BUR0005692,APP004937,CRIF,2024-03-31,698,12,9,72.4,9.3,1,6,17.0,1926000.0,427900.0,3
BUR0005693,APP004938,CRIF,2024-02-18,692,5,1,76.0,3.6,0,8,6.6,830000.0,484000.0,0
BUR0005694,APP004940,CRIF,2023-12-12,895,11,0,69.2,80.1,2,3,10.3,1861000.0,193700.0,0
BUR0005695,APP004941,Equifax,2024-02-24,495,9,1,77.4,14.2,0,0,6.1,1087000.0,494600.0,0
BUR0005696,APP004942,Experian,2022-06-24,680,16,6,93.4,78.6,1,8,12.5,712000.0,185400.0,2
BUR0005697,APP004942,CIBIL,2023-02-28,703,17,4,61.8,7.5,2,3,1.9,1443000.0,350200.0,0
BUR0005698,APP004942,Equifax,2023-09-08,724,19,7,93.0,29.9,0,7,15.3,1142000.0,348600.0,3
BUR0005699,APP004942,Equifax,2024-05-27,710,8,10,73.9,35.2,0,1,6.8,1618000.0,289200.0,1
BUR0005700,APP004943,CIBIL,2024-06-12,457,18,8,66.0,22.0,0,7,6.1,435000.0,9200.0,2
BUR0005701,APP004944,Equifax,2022-01-23,567,2,10,66.4,22.5,0,0,3.8,1299000.0,19600.0,0
BUR0005702,APP004944,CIBIL,2022-11-20,577,12,7,87.4,3.6,0,7,16.4,1138000.0,263900.0,0
BUR0005703,APP004945,Experian,2024-04-17,782,10,4,72.2,44.0,0,0,4.6,1393000.0,258900.0,0
BUR0005704,APP004947,CIBIL,2022-04-07,813,19,0,68.5,66.1,0,6,18.4,1760000.0,1794880.5295031525,0
BUR0005705,APP004948,Equifax,2022-05-02,899,11,0,85.6,2.3,0,5,1.7,561000.0,151100.0,0
BUR0005706,APP004949,CIBIL,2022-04-22,772,11,0,75.1,44.2,0,2,10.0,1737000.0,477700.0,0
BUR0005707,APP004949,Equifax,2022-10-17,791,19,6,78.3,12.9,0,4,9.3,174000.0,263200.0,0
BUR0005708,APP004950,CIBIL,2023-04-22,626,13,8,95.5,124.0,1,3,3.2,1913000.0,143100.0,3
BUR0005709,APP004950,CRIF,2023-08-29,602,9,7,91.6,5.2,2,6,5.1,1196000.0,268700.0,5
BUR0005710,APP004952,CRIF,2023-06-20,665,11,4,94.6,10.8,1,8,1.0,1926000.0,195400.0,4
BUR0005711,APP004952,Experian,2023-09-03,663,5,9,92.1,11.2,0,8,10.9,1944000.0,19600.0,2
BUR0005712,APP004953,CIBIL,,678,19,7,82.6,15.3,0,3,7.7,1768000.0,198200.0,2
BUR0005713,APP004956,Equifax,2024-02-07,-300,6,10,67.3,30.7,1,6,1.9,706000.0,240100.0,0
BUR0005714,APP004958,Equifax,2022-02-21,716,16,10,67.4,78.0,1,4,13.1,725000.0,105100.0,0
BUR0005715,APP004958,CRIF,2023-02-04,688,9,4,75.9,31.2,0,7,18.4,1081000.0,315600.0,1
BUR0005716,APP004959,Equifax,2024-05-06,441,15,7,74.1,66.4,0,3,6.2,1653000.0,55000.0,0
BUR0005717,APP004960,Experian,2023-07-09,894,5,2,70.8,84.4,4,7,17.2,1740000.0,123600.0,0
BUR0005718,APP004961,Experian,2023-03-03,790,12,3,85.6,88.3,0,0,9.6,1954000.0,273100.0,1
BUR0005719,APP004962,Experian,2023-06-15,413,11,5,71.4,54.3,1,7,6.2,1856000.0,136200.0,3
BUR0005720,APP004962,EXPERIAN,2023-10-13,433,17,8,69.5,88.5,0,8,16.2,671000.0,194100.0,0
BUR0005721,APP004963,CIBIL,2022-11-01,622,10,1,62.6,68.8,0,0,9.4,1873000.0,72300.0,0
BUR0005722,APP004964,CRIF,2023-06-25,517,6,5,83.5,12.6,1,5,13.4,1037000.0,361100.0,1
BUR0005723,APP004965,Equifax,2023-07-12,525,14,5,65.2,65.3,0,2,7.9,222000.0,430300.0,2
BUR0005724,APP004965,CIBIL,2023-12-10,547,6,3,73.9,12.7,0,2,8.4,1739000.0,281200.0,0
BUR0005725,APP004966,CRIF,2023-10-23,770,6,5,96.7,1.5,0,7,5.6,1289000.0,256800.0,0
BUR0005726,APP004967,Equifax,2024-01-24,703,3,8,95.4,45.0,0,4,13.0,1623000.0,353900.0,0
BUR0005727,APP004968,CRIF,2024-01-05,756,16,4,99.7,93.2,0,2,1.7,1530000.0,351800.0,4
BUR0005728,APP004969,CRIF,2024-03-12,655,12,4,72.6,18.9,0,1,3.3,881000.0,418800.0,3
BUR0005729,APP004970,Experian,2024-06-17,584,7,8,99.0,8.4,4,1,5.1,876000.0,145300.0,0
BUR0005730,APP004971,Equifax,2023-10-21,710,9,4,71.9,64.6,0,4,8.3,698000.0,189900.0,0
BUR0005731,APP004971,CRIF,2024-02-05,696,7,3,64.5,49.2,1,7,11.6,1570000.0,380500.0,0
BUR0005732,APP004972,Equifax,2022-09-19,637,8,2,78.2,200.0,0,1,9.1,1385000.0,210400.0,1
BUR0005733,APP004972,CIBIL,2023-01-19,649,8,3,76.7,77.2,0,0,14.5,1481000.0,345300.0,0
BUR0005734,APP004973,CRIF,2022-10-26,860,20,9,99.0,69.0,0,0,7.5,536000.0,253500.0,1
BUR0005735,APP004973,CRIF,2023-01-17,885,15,0,82.3,17.0,0,4,17.8,683000.0,383100.0,0
BUR0005736,APP004975,Equifax,2023-04-10,467,16,1,78.5,94.4,1,8,2.3,816000.0,473500.0,0
BUR0005737,APP004976,Experian,2023-12-14,691,11,2,71.4,24.6,0,8,3.1,1078000.0,425400.0,0
BUR0005738,APP004978,Equifax,2023-07-06,799,14,10,98.7,39.9,0,3,18.8,1678000.0,139200.0,2
BUR0005739,APP004978,Experian,2023-12-29,789,1,6,87.1,91.2,1,4,14.8,1632000.0,1645502.5474517532,0
BUR0005740,APP004981,CIBIL,2023-12-27,446,10,6,78.3,74.0,1,8,19.5,1828000.0,25900.0,0
BUR0005741,APP004983,Equifax,2022-03-20,525,16,8,65.0,41.5,1,5,19.8,1074000.0,440900.0,0
BUR0005742,APP004985,CRIF,2022-12-06,652,11,5,88.2,28.5,1,1,7.4,1051000.0,433900.0,0
BUR0005743,APP004985,CRIF,2023-10-01,667,12,7,93.9,69.7,-2,4,3.7,985000.0,30000.0,0
BUR0005744,APP004985,CIBIL,2024-01-24,670,4,6,71.5,89.4,0,5,4.0,312000.0,102000.0,0
BUR0005745,APP004985,CIBIL,2024-04-28,693,20,4,66.2,56.4,1,8,5.6,1072000.0,117400.0,0
BUR0005746,APP004986,CIBIL,2024-04-02,580,20,3,141.1,48.8,0,8,3.6,1528000.0,475900.0,1
BUR0005747,APP004990,Equifax,2024-02-01,794,9,6,71.3,17.7,0,3,13.4,465000.0,131500.0,2
BUR0005748,APP004991,CIBIL,2022-07-08,430,7,6,67.8,44.0,3,1,5.7,1573000.0,340500.0,0
BUR0005749,APP004992,CRIF,2022-03-28,576,17,8,98.6,53.0,0,5,15.3,359000.0,104100.0,0
BUR0005750,APP004992,Experian,2022-11-09,591,17,8,75.7,11.7,1,5,10.6,1658000.0,400000.0,2
BUR0005751,APP004993,CRIF,2024-06-18,624,16,10,84.2,45.4,0,8,16.1,1067000.0,61000.0,0
BUR0005752,APP004994,Equifax,2023-01-06,881,19,7,62.3,19.0,2,3,13.0,1223000.0,165000.0,0
BUR0005753,APP004994,CRIF,2023-11-13,861,2,5,69.1,3.3,1,7,2.3,1361000.0,164800.0,0
BUR0005754,APP004996,Experian,2022-06-01,461,8,3,97.4,2.4,1,5,2.5,1489000.0,125900.0,2
BUR0005755,APP004996,Equifax,2022-09-12,473,2,7,111.8,87.3,0,2,9.5,1598000.0,311700.0,3
BUR0005756,APP004997,CRIF,,450,3,5,70.2,47.2,0,6,15.0,142000.0,167200.0,1
BUR0005757,APP004997,Equifax,2023-11-06,452,12,2,65.1,50.5,3,6,4.2,1107000.0,438100.0,3
BUR0005758,APP004997,CIBIL,2024-05-20,432,13,10,85.1,55.5,0,0,16.2,245000.0,6000.0,0
BUR0005759,APP004999,CRIF,2024-05-09,664,13,4,61.0,21.1,0,2,16.4,1682000.0,23100.0,0
BUR0005760,APP005001,Experian,2023-12-16,679,1,5,68.1,29.7,0,2,8.7,1355000.0,409400.0,0
BUR0005761,APP005001,CRIF,2024-02-27,664,19,2,73.4,4.7,0,8,16.0,1146000.0,432600.0,1
BUR0005762,APP005002,Equifax,2023-06-23,0,19,9,133.5,24.0,1,7,19.8,819000.0,47700.0,5
BUR0005763,APP005002,Experian,2024-01-11,679,20,7,77.8,41.3,3,4,4.8,1473000.0,346800.0,4
BUR0005764,APP005003,CRIF,2022-02-22,871,19,8,79.9,12.6,0,5,16.9,301000.0,87700.0,0
BUR0005765,APP005003,Equifax,2022-08-17,875,9,5,62.6,56.5,0,0,10.2,727000.0,288000.0,0
BUR0005766,APP005003,CIBIL,2023-03-17,896,2,10,76.5,42.1,0,6,5.7,1931000.0,126800.0,0
BUR0005767,APP005004,Experian,2022-06-08,574,7,4,69.5,50.9,0,0,3.1,573000.0,287800.0,0
BUR0005768,APP005004,Experian,2022-09-02,601,13,8,83.8,52.7,2,4,6.0,61000.0,258100.0,4
BUR0005769,APP005005,CIBIL,2022-12-19,792,15,8,77.7,34.2,0,8,2.1,1046000.0,353000.0,0
BUR0005770,APP005005,CRIF,2023-09-24,781,18,5,82.0,22.5,0,4,1.4,1325000.0,209400.0,0
BUR0005771,APP005006,CIBIL,2022-02-22,834,15,2,70.1,27.5,1,1,18.8,1739000.0,489800.0,5
BUR0005772,APP005007,CRIF,2024-02-19,423,14,1,70.4,92.7,1,1,16.6,817000.0,22800.0,0
BUR0005773,APP005008,CIBIL,2022-01-11,412,5,5,84.0,3.7,1,2,4.5,978000.0,367000.0,1
BUR0005774,APP005008,CIBIL,2022-07-27,400,8,0,81.4,24.9,2,6,5.6,1978000.0,431800.0,0
BUR0005775,APP005010,Equifax,2022-06-09,881,2,3,70.4,93.1,0,6,3.4,1682000.0,349900.0,0
BUR0005776,APP005010,Experian,2023-04-01,891,9,9,94.5,35.4,0,7,4.0,299000.0,184400.0,3
BUR0005777,APP005011,Equifax,2024-06-14,728,20,7,95.0,55.9,0,8,2.9,1079000.0,364500.0,0
BUR0005778,APP005012,CRIF,2022-10-17,412,10,10,89.5,78.2,1,2,16.3,300000.0,225500.0,1
BUR0005779,APP005012,CIBIL,2023-07-23,382,4,8,62.3,26.9,2,8,1.2,388000.0,278300.0,0
BUR0005780,APP005013,CIBIL,2024-01-27,705,2,7,85.4,52.5,2,5,14.0,394000.0,29000.0,0
BUR0005781,APP005014,CRIF,2022-07-04,661,18,5,81.9,18.7,0,5,5.0,1458000.0,456100.0,1
BUR0005782,APP005014,CRIF,2023-01-15,685,11,9,72.3,27.1,2,7,10.1,1925000.0,385200.0,0
BUR0005783,APP005015,CRIF,2023-12-12,575,20,10,67.7,55.6,0,2,5.9,1905000.0,174200.0,1
BUR0005784,APP005016,CRIF,2023-07-13,593,8,7,85.2,77.3,1,6,3.0,313000.0,418500.0,0
BUR0005785,APP005016,CRIF,2023-12-25,610,1,6,68.8,55.6,1,1,4.4,1955000.0,259800.0,2
BUR0005786,APP005017,Experian,2022-02-24,872,8,3,61.5,47.9,4,4,15.2,1103000.0,123600.0,2
BUR0005787,APP005017,Experian,2022-06-18,861,11,0,75.0,8.0,0,3,12.9,1341000.0,152300.0,1
BUR0005788,APP005017,Experian,2023-03-17,848,10,1,61.8,15.3,4,6,19.0,338000.0,470000.0,2
BUR0005789,APP005019,CIBIL,2022-05-24,496,18,1,98.9,52.7,2,3,4.9,635000.0,345700.0,1
BUR0005790,APP005019,CIBIL,2022-09-01,488,16,1,72.5,55.6,2,5,6.2,1898000.0,403800.0,1
BUR0005791,APP005020,CRIF,2023-11-14,589,12,7,60.3,61.4,0,1,14.8,1832000.0,180000.0,0
BUR0005792,APP005020,Equifax,2024-05-24,559,5,8,68.9,15.9,0,0,7.5,1877000.0,490600.0,0
BUR0005793,APP005021,CRIF,2022-12-07,440,8,3,65.8,15.3,0,8,16.9,730000.0,202800.0,1
BUR0005794,APP005021,CIBIL,2023-09-13,464,5,10,61.3,18.6,0,7,15.6,382000.0,133400.0,2
BUR0005795,APP005023,CRIF,2023-11-05,614,13,2,87.6,9.7,0,4,9.3,128000.0,144083.45762221428,2
BUR0005796,APP005023,CRIF,2024-04-08,639,19,2,92.2,29.0,0,4,5.6,186000.0,62000.0,0
BUR0005797,APP005025,CIBIL,2023-07-22,450,20,10,72.4,71.7,-2,3,10.3,1355000.0,287500.0,2
BUR0005798,APP005027,Experian,2023-03-02,850,9,1,62.2,91.8,1,3,15.3,1088000.0,386500.0,0
BUR0005799,APP005027,CRIF,2023-09-26,855,7,10,86.8,84.4,0,8,6.9,960000.0,355100.0,1
BUR0005800,APP005027,CRIF,2024-05-23,835,15,8,94.4,93.1,3,4,3.5,865000.0,41300.0,0
BUR0005801,APP005028,Equifax,2023-09-02,837,1,4,93.8,41.1,0,7,5.0,666000.0,283600.0,4
BUR0005802,APP005029,CRIF,2024-01-01,797,7,1,69.4,13.1,1,7,17.1,1987000.0,345400.0,0
BUR0005803,APP005030,CIBIL,2023-10-06,527,3,2,89.7,16.4,0,1,3.2,180000.0,241300.0,0
BUR0005804,APP005031,CRIF,2022-12-15,816,12,10,81.8,42.4,0,6,9.5,371000.0,9200.0,1
BUR0005805,APP005032,CRIF,,569,16,2,63.0,12.6,2,7,16.8,1631000.0,309200.0,0
BUR0005806,APP005032,CRIF,2023-08-20,555,12,0,91.3,37.3,2,6,0.9,414000.0,86200.0,1
BUR0005807,APP005033,CIBIL,2023-01-06,727,4,5,73.7,92.1,0,4,10.7,1158000.0,302200.0,1
BUR0005808,APP005033,CRIF,2023-08-11,715,12,4,68.5,72.9,0,6,5.1,1538000.0,268800.0,0
BUR0005809,APP005033,CIBIL,2024-06-14,700,3,6,88.2,48.4,1,2,11.5,541000.0,92100.0,4
BUR0005810,APP005036,Equifax,2023-01-31,425,5,0,72.6,92.0,0,6,9.0,1443000.0,275500.0,2
BUR0005811,APP005037,CIBIL,2023-09-02,867,5,3,103.1,11.1,1,7,15.4,208000.0,247867.35273800394,2
BUR0005812,APP005038,Experian,2022-12-23,663,19,3,77.8,40.9,0,2,12.9,869000.0,224300.0,0
BUR0005813,APP005038,Experian,2023-03-20,635,17,1,78.9,50.8,0,8,16.1,1121000.0,399100.0,2
BUR0005814,APP005038,CIBIL,2023-11-21,642,15,4,80.1,15.4,0,3,18.6,1825000.0,361000.0,0
BUR0005815,APP005040,Equifax,2024-01-27,619,2,6,89.5,34.3,0,1,15.0,437000.0,14400.0,0
BUR0005816,APP005041,Experian,2023-03-27,476,15,8,67.5,36.6,0,4,7.1,472000.0,412300.0,2
BUR0005817,APP005042,Experian,2023-06-17,517,5,8,64.3,93.5,0,8,7.9,751000.0,94500.0,0
BUR0005818,APP005042,Equifax,2023-09-10,527,9,0,69.9,59.6,0,4,6.3,1064000.0,125900.0,0
BUR0005819,APP005043,Experian,2023-03-18,488,18,8,61.8,0.7,0,1,1.3,1804000.0,292800.0,0
BUR0005820,APP005043,Equifax,2023-11-14,465,12,10,61.2,87.2,0,8,11.5,1790000.0,377700.0,0
BUR0005821,APP005046,Equifax,2022-04-03,632,20,3,75.9,71.8,1,2,19.2,1773000.0,91000.0,2
BUR0005822,APP005046,CRIF,2023-03-22,638,4,1,76.2,56.0,2,7,1.8,515000.0,82900.0,0
BUR0005823,APP005047,Experian,2022-12-16,758,2,8,86.6,48.7,1,5,16.1,1564000.0,340400.0,0
BUR0005824,APP005047,CIBIL,2023-09-22,754,20,3,74.3,63.1,3,7,18.8,1908000.0,264800.0,5
BUR0005825,APP005047,CRIF,2024-02-15,758,9,0,76.2,28.0,0,3,16.5,856000.0,411900.0,0
BUR0005826,APP005048,CRIF,2022-12-26,433,18,9,83.3,84.6,0,7,4.4,264000.0,316800.0,1
BUR0005827,APP005048,CIBIL,2023-08-11,457,5,7,94.1,82.5,2,4,19.1,1003000.0,243200.0,2
BUR0005828,APP005051,Equifax,2022-03-08,790,2,2,92.9,25.7,2,3,18.9,1791000.0,452200.0,0
BUR0005829,APP005052,Experian,2024-06-24,786,5,10,87.5,58.4,0,6,5.7,1242000.0,427200.0,0
BUR0005830,APP005054,Experian,2024-05-19,489,15,7,74.8,70.8,0,7,18.9,1850000.0,66000.0,0
BUR0005831,APP005056,Experian,2022-11-20,854,2,3,89.6,86.2,2,1,6.3,1894000.0,71900.0,0
BUR0005832,APP005058,Equifax,2023-05-03,518,14,4,102.7,40.7,0,1,1.3,1780000.0,176000.0,0
BUR0005833,APP005058,Equifax,2023-09-17,513,12,8,80.5,83.2,1,2,3.1,1689000.0,191300.0,0
BUR0005834,APP005061,Equifax,2023-08-14,563,14,3,88.6,24.9,0,1,12.4,501000.0,8900.0,1
BUR0005835,APP005064,CIBIL,2024-06-11,705,13,0,64.9,55.5,0,4,2.7,1241000.0,407800.0,0
BUR0005836,APP005065,Experian,2024-06-24,595,19,1,89.3,67.0,0,1,17.2,757000.0,388300.0,4
BUR0005837,APP005066,CIBIL,2023-03-04,812,19,4,81.5,11.5,3,5,14.6,970000.0,110700.0,3
BUR0005838,APP005066,CIBIL,2024-02-22,790,4,10,62.5,68.1,1,1,5.7,247000.0,31800.0,2
BUR0005839,APP005067,Experian,2024-05-14,833,15,1,97.5,83.4,0,8,14.2,1334000.0,198500.0,0
BUR0005840,APP005068,Equifax,2024-05-31,438,9,4,74.8,93.9,0,7,18.8,116000.0,456100.0,0
BUR0005841,APP005069,CIBIL,2024-06-24,875,3,3,90.4,60.3,0,7,4.8,892000.0,74400.0,0
BUR0005842,APP005070,Equifax,2024-04-13,748,20,5,71.4,55.5,0,0,13.4,1373000.0,74800.0,1
BUR0005843,APP005071,Experian,2022-09-19,749,17,7,78.5,21.7,4,2,18.0,881000.0,11500.0,2
BUR0005844,APP005071,CIBIL,2023-09-15,756,12,7,79.9,18.0,0,6,1.4,742000.0,189400.0,4
BUR0005845,APP005072,CRIF,2023-04-06,715,6,4,75.9,86.3,4,5,11.6,891000.0,67700.0,0
BUR0005846,APP005072,Equifax,2023-08-18,732,5,8,76.6,20.0,0,3,18.4,1875000.0,414200.0,2
BUR0005847,APP005072,Experian,2023-11-27,-300,2,6,66.5,31.4,1,0,4.6,126000.0,288100.0,3
BUR0005848,APP005073,CIBIL,2023-04-07,547,17,7,60.7,74.0,0,2,2.3,1388000.0,187000.0,0
BUR0005849,APP005078,CRIF,2023-02-01,650,1,0,75.2,92.6,0,7,19.1,120000.0,213400.0,3
BUR0005850,APP005078,Experian,2023-06-18,644,13,7,78.4,6.6,1,8,14.7,1438000.0,400700.0,0
BUR0005851,APP005078,Experian,2024-01-03,640,17,8,70.9,33.1,1,4,11.0,1681000.0,409700.0,0
BUR0005852,APP005078,CRIF,2024-04-13,614,10,10,90.6,71.6,1,7,8.9,1131000.0,53800.0,0
BUR0005853,APP005079,CIBIL,2024-06-17,459,5,3,79.1,76.7,0,0,4.3,703000.0,495200.0,0
BUR0005854,APP005080,Experian,2022-09-27,459,5,3,97.3,38.7,0,7,6.6,1131000.0,415200.0,4
BUR0005855,APP005080,CIBIL,2023-03-26,484,13,10,88.8,73.0,0,8,13.9,1613000.0,110300.0,2
BUR0005856,APP005081,CRIF,2022-12-11,783,20,7,69.6,73.9,3,8,8.5,847000.0,216100.0,1
BUR0005857,APP005082,Equifax,2024-03-18,623,5,0,60.2,56.7,0,2,19.7,739000.0,278400.0,3
BUR0005858,APP005083,Experian,2022-11-21,645,10,0,91.3,50.2,1,1,5.9,1283000.0,353200.0,3
BUR0005859,APP005083,Experian,2023-03-04,675,3,5,79.6,54.3,0,6,8.7,538000.0,115600.0,1
BUR0005860,APP005083,Experian,2023-07-14,685,19,0,62.3,70.1,0,5,8.2,147000.0,315700.0,2
BUR0005861,APP005084,CIBIL,2022-08-04,790,20,3,72.9,18.9,0,5,0.9,609000.0,600.0,0
BUR0005862,APP005084,CIBIL,2023-02-23,795,9,8,83.5,75.4,0,7,9.6,382000.0,395529.33143968857,0
BUR0005863,APP005084,Experian,2023-10-02,775,16,4,79.1,15.4,0,7,16.1,1094000.0,380400.0,0
BUR0005864,APP005085,CRIF,2022-10-07,839,19,10,63.5,55.9,3,5,7.1,1987000.0,221600.0,0
BUR0005865,APP005085,Experian,2023-09-29,809,3,5,85.2,57.9,0,7,12.1,535000.0,274000.0,0
BUR0005866,APP005085,Equifax,2024-06-05,794,15,1,82.4,73.0,1,0,15.1,1482000.0,304500.0,3
BUR0005867,APP005086,Equifax,2023-02-24,875,19,9,63.8,89.2,1,4,17.5,639000.0,425500.0,1
BUR0005868,APP005086,Experian,2023-09-01,875,15,3,73.4,44.2,0,6,13.7,1686000.0,479200.0,2
BUR0005869,APP005086,CIBIL,2024-01-10,871,6,7,73.4,52.7,1,3,11.4,198000.0,202900.0,3
BUR0005870,APP005087,Experian,2024-02-21,573,7,2,90.4,88.9,1,2,6.3,1258000.0,479500.0,4
BUR0005871,APP005088,CIBIL,2022-06-24,593,15,0,84.3,70.7,1,1,2.3,959000.0,300200.0,0
BUR0005872,APP005088,CRIF,2023-04-26,597,3,5,71.3,59.2,0,3,11.2,1264000.0,152000.0,0
BUR0005873,APP005089,Experian,2023-04-17,786,6,10,81.3,14.5,0,5,14.8,1709000.0,437700.0,1
BUR0005874,APP005089,Equifax,2023-07-19,788,10,2,80.6,79.7,1,2,1.6,1183000.0,414400.0,1
BUR0005875,APP005089,Experian,2024-02-17,794,4,9,80.3,36.5,1,0,19.0,1789000.0,478100.0,4
BUR0005876,APP005090,CIBIL,2023-03-08,483,17,10,67.0,46.0,0,5,3.6,243000.0,427700.0,0
BUR0005877,APP005091,Experian,2024-03-07,717,2,0,60.3,34.4,1,2,13.3,1005000.0,362100.0,4
BUR0005878,APP005092,Experian,2023-09-25,426,7,9,98.1,20.1,1,3,9.3,919000.0,939767.5514044941,2
BUR0005879,APP005093,Experian,2022-08-27,659,19,7,82.7,61.0,0,0,4.5,740000.0,52500.0,0
BUR0005880,APP005093,CIBIL,2022-11-20,677,14,1,94.0,82.8,1,7,3.7,912000.0,44600.0,0
BUR0005881,APP005093,CRIF,2023-10-12,674,16,3,72.0,74.8,2,1,6.4,197000.0,231600.0,0
BUR0005882,APP005095,CIBIL,2023-08-03,854,8,10,91.2,12.0,0,5,13.7,633000.0,171400.0,3
BUR0005883,APP005095,Equifax,2024-03-08,825,5,0,78.4,74.7,0,2,4.4,879000.0,14400.0,2
BUR0005884,APP005096,CRIF,2023-01-31,684,7,0,73.5,29.8,3,6,5.4,728000.0,85900.0,0
BUR0005885,APP005097,Experian,2024-04-02,585,3,1,84.1,32.0,0,0,16.9,1912000.0,360300.0,0
BUR0005886,APP005099,Equifax,2022-06-09,802,5,6,90.2,46.7,0,8,9.5,490000.0,389800.0,0
BUR0005887,APP005099,Equifax,2022-12-09,830,20,5,98.9,8.7,0,3,8.7,1393000.0,66200.0,0
BUR0005888,APP005100,Experian,2023-06-01,541,8,1,69.6,39.5,0,2,5.5,708000.0,377600.0,1
BUR0005889,APP005101,CIBIL,2024-03-12,688,15,2,71.9,72.0,0,8,17.2,1224000.0,178700.0,0
BUR0005890,APP005103,Equifax,2023-05-02,656,4,2,66.6,20.0,0,3,17.5,1569000.0,65200.0,0
BUR0005891,APP005104,CIBIL,2022-08-30,519,1,6,63.1,46.9,0,6,3.2,1905000.0,394900.0,0
BUR0005892,APP005104,Equifax,2023-01-17,528,8,6,78.1,31.1,1,7,18.4,1256000.0,67900.0,0
BUR0005893,APP005105,CRIF,2023-06-30,889,11,3,68.3,57.7,-3,6,16.5,696000.0,357000.0,0
BUR0005894,APP005105,Equifax,2023-10-16,900,10,6,65.9,56.5,0,0,5.6,1749000.0,32200.0,1
BUR0005895,APP005107,CRIF,2023-04-13,469,14,3,86.6,21.6,2,1,2.4,634000.0,135500.0,1
BUR0005896,APP005107,CIBIL,2023-12-15,465,17,10,76.9,72.6,0,2,14.2,1465000.0,384800.0,0
BUR0005897,APP005111,CRIF,2022-12-22,497,16,9,90.1,56.0,0,7,13.8,1981000.0,332400.0,2
BUR0005898,APP005113,Experian,2022-05-01,640,6,3,89.6,86.0,0,8,2.0,880000.0,280600.0,3
BUR0005899,APP005113,CRIF,2022-11-27,614,11,8,70.8,64.6,0,2,9.5,612000.0,495100.0,0
BUR0005900,APP005113,Experian,2023-03-17,610,12,4,72.4,84.5,1,8,17.6,503000.0,376000.0,0
BUR0005901,APP005114,CIBIL,2022-02-22,708,14,2,94.5,27.7,0,5,1.4,311000.0,29600.0,0
BUR0005902,APP005114,CRIF,2023-01-10,690,20,1,96.8,28.8,1,4,6.3,1270000.0,479600.0,0
BUR0005903,APP005115,Equifax,2024-01-04,484,14,1,68.9,12.3,0,1,2.2,1651000.0,459000.0,1
BUR0005904,APP005116,CIBIL,2022-05-13,432,14,5,76.5,61.6,2,7,2.1,1389000.0,400800.0,2
BUR0005905,APP005116,CIBIL,2022-08-28,456,20,1,72.0,86.4,0,4,8.8,1206000.0,318600.0,0
BUR0005906,APP005116,Experian,2023-07-06,432,6,2,70.2,93.5,1,7,6.6,1051000.0,177600.0,0
BUR0005907,APP005116,Equifax,2024-01-17,418,3,10,71.7,8.9,0,4,2.8,1493000.0,236800.0,0
BUR0005908,APP005117,Experian,2022-02-25,674,8,2,75.0,78.9,1,6,15.5,1966000.0,317500.0,0
BUR0005909,APP005117,Experian,2022-08-27,667,5,6,78.8,7.8,0,7,19.6,264000.0,139700.0,1
BUR0005910,APP005118,Experian,2023-05-07,898,10,4,66.7,1.8,1,3,11.0,544000.0,227400.0,0
BUR0005911,APP005118,CIBIL,2023-12-26,876,9,9,65.7,63.0,1,5,7.3,952000.0,54700.0,0
BUR0005912,APP005121,Experian,2022-03-05,722,11,1,72.8,72.7,3,7,12.8,813000.0,42500.0,0
BUR0005913,APP005121,Experian,2022-06-21,719,2,7,70.4,6.4,2,8,0.5,1019000.0,15500.0,0
BUR0005914,APP005122,Equifax,2022-07-28,614,11,10,70.5,64.6,4,2,9.1,1883000.0,178800.0,2
BUR0005915,APP005122,CRIF,2023-06-24,629,20,8,77.4,7.7,0,7,16.4,1270000.0,354800.0,2
BUR0005916,APP005125,Equifax,2024-01-31,430,14,5,86.7,55.1,0,1,3.4,647000.0,105100.0,0
BUR0005917,APP005126,CIBIL,2024-01-10,686,1,9,81.2,82.0,3,5,14.5,1707000.0,402100.0,0
BUR0005918,APP005128,CRIF,2024-03-07,644,6,0,72.4,74.7,4,0,14.2,133000.0,279300.0,1
BUR0005919,APP005129,CIBIL,2023-11-08,774,16,4,83.8,84.8,0,4,7.8,1405000.0,108900.0,2
BUR0005920,APP005129,CRIF,2024-02-11,749,5,10,84.1,62.5,0,5,18.6,494000.0,335800.0,0
BUR0005921,APP005130,CRIF,2022-02-03,792,2,1,84.4,40.3,1,8,7.6,981000.0,363000.0,0
