application_id,applicant_id,application_date,product_type,loan_purpose,loan_amount,declared_income,employment_type,employer_category,credit_score,debt_to_income,interest_rate,decision,decision_date,loan_tenure_months,city,age
LNA0001446,APP001141,2023-09-30,Home Loan,Education,54000.0,62157.0,Salaried,Retail,374,1.9,24.23,Withdrawn,2023-10-14,36,Chennai,34
LNA0001447,APP001142,2023-08-02,Home Loan,Debt Consolidation,159000.0,33019.0,Salaried,PSU Bank,542,9.0,20.54,Withdrawn,2023-08-13,60,Hyderabad,30
LNA0001448,APP001143,2023-09-21,Auto Loan,Vehicle,199000.0,214621.0,Salaried,Government,857,1.7,13.6,Approved,2023-09-23,60,Delhi,57
LNA0001449,APP001144,2023-02-04,Home Loan,Home Purchase,427000.0,65651.0,Business Owner,Healthcare,657,12.9,16.25,Approved,2023-02-18,240,Pune,64
LNA0001450,APP001145,2022-12-19,Personal Loan,Home Purchase,145000.0,22764.0,Self-Employed,IT Company,539,13.5,20.32,Declined,2022-12-21,48,Mumbai,45
LNA0001451,APP001146,2024-04-21,Credit Card,Vehicle,616000.0,115241.0,Business Owner,Healthcare,452,8.7,21.04,Approved,2024-04-28,84,Bangalore,62
LNA0001452,APP001147,2023-03-20,Business Loan,Business,1186000.0,24453.0,Freelancer,IT Company,812,84.8,14.36,Approved,2023-03-27,84,Delhi,46
LNA0001453,APP001148,2022-07-25,Home Loan,Medical,747000.0,17426.0,Salaried,PSU Bank,565,69.4,20.52,Declined,2022-08-02,84,Ahmedabad,23
LNA0001454,APP001149,2024-01-08,Business Loan,Personal,2957000.0,68375.0,Business Owner,Education,746,251.5491386866267,14.42,Declined,2024-01-13,48,Delhi,41
LNA0001455,APP001150,2023-11-03,Home Loan,Personal,3216000.0,532925.0,Self-Employed,PSU Bank,727,13.0,16.42,Declined,2023-11-09,84,Kolkata,47
LNA0001456,APP001150,2024-06-17,Business Loan,Home Purchase,110000.0,466933.0,Self-Employed,PSU Bank,727,0.4,16.33,Declined,2024-06-23,36,Kolkata,47
LNA0001457,APP001151,2023-06-05,Personal Loan,Medical,169000.0,84400.0,Salaried,FMCG,379,3.5,23.92,Declined,2023-06-14,48,Chennai,26
LNA0001458,APP001152,2023-03-16,Business Loan,Debt Consolidation,339000.0,66387.0,Freelancer,FMCG,737,9.7,16.08,Declined,2023-03-17,12,Pune,39
LNA0001459,APP001153,2024-05-31,Credit Card,Vehicle,751000.0,22690.0,Salaried,Retail,877,59.4,13.73,Declined,2024-06-03,48,Ahmedabad,41
LNA0001460,APP001154,2022-03-22,Home Loan,Business,565000.0,136680.0,Self-Employed,Education,633,7.5,16.86,Approved,2022-04-03,240,Hyderabad,33
LNA0001461,APP001155,2023-01-09,Credit Card,Debt Consolidation,55000.0,,Freelancer,Healthcare,760,1.3,14.88,Approved,2023-01-19,84,Mumbai,62
LNA0001462,APP001156,2022-01-05,Personal Loan,Education,3684000.0,46062.0,Self-Employed,Startup,829,157.4,13.36,Approved,2022-01-13,36,Hyderabad,31
LNA0001463,APP001157,2024-06-26,Personal Loan,Vehicle,858000.0,31266.0,Salaried,Manufacturing,419,48.8,21.46,Declined,2024-07-06,48,Hyderabad,25
LNA0001464,APP001158,2022-03-03,Personal Loan,Education,329000.0,213703.0,Freelancer,IT Company,521,2.5,21.09,Declined,2022-03-14,12,Chennai,56
LNA0001465,APP001158,2022-08-24,Credit Card,Personal,168000.0,202338.0,Freelancer,IT Company,521,1.3,21.15,Approved,2022-09-06,180,Chennai,56
LNA0001466,APP001158,2023-07-03,Credit Card,Vehicle,2692000.0,231135.0,Freelancer,IT Company,521,20.6,19.87,Declined,2023-07-10,120,Chennai,56
LNA0001467,APP001159,2024-04-02,Credit Card,Personal,88000.0,19554.0,Salaried,Healthcare,543,9.6,21.09,Pending,2024-04-07,12,Chennai,39
LNA0001468,APP001160,2023-04-30,Auto Loan,Education,1792000.0,23527.0,Business Owner,Education,331,151.1,24.23,Declined,2023-05-12,240,Bangalore,21
LNA0001469,APP001161,2022-05-21,Home Loan,Home Purchase,363000.0,37921.0,Salaried,Government,367,18.4,24.15,Declined,2022-05-22,48,Bangalore,51
LNA0001470,APP001162,,Credit Card,Business,631000.0,154372.0,Salaried,Government,0,7.2,21.3,Declined,2023-02-06,36,Chennai,43
LNA0001471,APP001163,2024-01-06,Home Loan,Vehicle,581000.0,153409.0,Salaried,Education,445,6.7,20.5,Declined,2024-01-13,120,Ahmedabad,45
LNA0001472,APP001164,2022-10-08,Business Loan,Home Purchase,805000.0,55203.0,Unemployed,FMCG,362,29.6,24.48,Declined,2022-10-14,48,Chennai,47
LNA0001473,APP001165,2023-05-24,Auto Loan,Medical,1813000.0,573894.0,Freelancer,Startup,797,6.6,15.24,Approved,2023-06-01,24,Pune,50
LNA0001474,APP001166,2023-11-01,Personal Loan,Debt Consolidation,856000.0,475202.0,Salaried,Healthcare,694,3.0,17.29,Pending,2023-11-08,60,Ahmedabad,54
LNA0001475,APP001167,2022-06-07,Business Loan,Vehicle,778000.0,90355.0,Salaried,Telecom,860,17.2,13.53,Pending,2022-06-18,240,Mumbai,54
LNA0001476,APP001168,2022-09-15,Credit Card,Medical,537000.0,13973.0,Salaried,Telecom,666,58.3,16.49,Approved,2022-09-27,84,Delhi,54
LNA0001477,APP001169,2022-10-14,Personal Loan,Home Purchase,415000.0,52284.0,Retired,Startup,805,15.2,15.03,Approved,2022-10-16,60,Kolkata,52
LNA0001478,APP001170,2022-11-18,Business Loan,Home Purchase,156000.0,,Salaried,FMCG,528,1.5,19.68,Declined,2022-11-25,24,Ahmedabad,34
LNA0001479,APP001171,2024-05-14,Home Loan,Medical,3712000.0,190546.0,Salaried,Education,480,34.7,19.46,Declined,2024-05-15,84,Bangalore,46
LNA0001480,APP001172,2022-05-02,Personal Loan,Home Purchase,243000.0,88863.0,Self-Employed,Telecom,769,4.7,14.6,Approved,2022-05-12,84,Mumbai,25
LNA0001481,APP001173,2023-05-18,Credit Card,Personal,167000.0,132308.0,Salaried,Telecom,897,2.2,12.53,Approved,2023-05-24,36,Chennai,38
LNA0001482,APP001174,2022-11-20,Home Loan,Medical,398000.0,19891.0,Self-Employed,Healthcare,678,36.1,16.96,Approved,2022-12-02,60,Chennai,52
LNA0001483,APP001175,2024-04-10,Credit Card,Medical,2374000.0,71190.0,Freelancer,Startup,502,64.7,19.54,Declined,2024-04-15,240,Ahmedabad,25
LNA0001484,APP001176,2024-01-24,Credit Card,Education,542000.0,59827.0,Salaried,Startup,337,16.0,23.64,Withdrawn,2024-02-01,48,Kolkata,57
LNA0001485,APP001177,2022-11-10,Personal Loan,Debt Consolidation,152000.0,83515.0,Self-Employed,Startup,373,3.7,24.17,Withdrawn,2022-11-12,180,Pune,22
LNA0001486,APP001177,2023-06-27,Credit Card,Education,77000.0,69912.0,Self-Employed,Startup,373,1.9,24.45,Declined,2023-06-28,60,Pune,22
LNA0001487,APP001178,2023-03-14,Personal Loan,Vehicle,849000.0,23819.0,Salaried,Education,335,67.4,22.7,Pending,2023-03-22,60,Bangalore,51
LNA0001488,APP001179,2023-01-24,Business Loan,Vehicle,874000.0,28715.0,Salaried,FMCG,776,52.2,15.59,Approved,2023-02-03,48,Bangalore,25
LNA0001489,APP001180,2023-10-27,Auto Loan,Home Purchase,586000.0,56598.0,Salaried,FMCG,354,19.6,24.02,Pending,2023-11-07,180,Pune,42
LNA0001490,APP001181,2023-01-28,Business Loan,Vehicle,935000.0,341415.0,Business Owner,Education,695,4.4,16.8,Approved,2023-02-03,84,Kolkata,29
LNA0001491,APP001182,2024-05-12,Auto Loan,Education,114000.0,55342.0,Self-Employed,Telecom,835,3.1,14.56,Declined,2024-05-22,84,Ahmedabad,32
LNA0001492,APP001183,2023-07-29,Home Loan,Debt Consolidation,322000.0,52068.0,Salaried,Telecom,445,13.4,23.05,Declined,2023-07-30,120,Hyderabad,28
LNA0001493,APP001184,2022-03-20,Home Loan,Education,247000.0,61446.0,Unemployed,Education,336,7.9,23.58,Declined,2022-03-24,48,Mumbai,56
LNA0001494,APP001185,2023-01-19,Personal Loan,Education,944000.0,29147.0,Salaried,FMCG,633,68.6,16.81,Declined,2023-01-21,60,Mumbai,29
LNA0001495,APP001186,2024-04-20,Business Loan,Education,71000.0,36991.0,Salaried,Healthcare,545,3.2,20.55,Declined,2024-04-21,84,Chennai,61
LNA0001496,APP001187,2022-04-25,Business Loan,Home Purchase,4771000.0,93344.0,SELF EMPLOYED,Telecom,308,81.8,23.25,Declined,2022-04-30,240,Chennai,48
LNA0001497,APP001188,2024-01-15,Credit Card,Personal,77000.0,17525.0,Unemployed,Manufacturing,818,7.3,13.71,Approved,2024-01-19,180,Mumbai,48
LNA0001498,APP001188,2024-04-04,Credit Card,Education,132000.0,22789.0,Unemployed,Manufacturing,818,12.5,13.86,Approved,2024-04-05,48,Mumbai,48
LNA0001499,APP001189,2022-04-13,Home Loan,Business,530000.0,353382.0,Business Owner,Education,530,2.4,18.98,Declined,2022-04-21,36,Pune,61
LNA0001500,APP001189,2022-12-28,Home Loan,Home Purchase,4099000.0,404676.0,Business Owner,Education,530,18.5,20.7,Pending,2023-01-10,24,Pune,61
LNA0001501,APP001189,2023-05-01,Home Loan,Medical,3116000.0,348132.0,Business Owner,Education,530,14.0,20.6,Declined,2023-05-10,12,Pune,61
LNA0001502,APP001190,2022-04-28,Credit Card,Education,118000.0,26721.0,Self-Employed,Education,453,9.6,22.6,Declined,2022-05-07,180,Ahmedabad,28
LNA0001503,APP001191,2024-05-21,Business Loan,Debt Consolidation,136000.0,128716.0,Salaried,FMCG,696,1.9,17.38,Withdrawn,2024-05-24,60,Chennai,52
LNA0001504,APP001192,2022-08-02,Business Loan,Debt Consolidation,545000.0,26140.0,Salaried,Retail,440,43.6,20.52,Withdrawn,2022-08-15,24,Mumbai,43
LNA0001505,APP001193,2023-03-22,Auto Loan,Education,187000.0,70397.0,Self-Employed,Healthcare,480,4.7,19.99,Declined,2023-03-27,84,Hyderabad,56
LNA0001506,APP001194,2022-01-26,Credit Card,Vehicle,585000.0,33844.0,Freelancer,Education,739,27.6,16.16,Approved,2022-02-01,240,Hyderabad,47
LNA0001507,APP001195,2023-12-25,Auto Loan,Home Purchase,162000.0,95849.0,Salaried,IT Company,409,3.5,21.27,Approved,2024-01-08,24,Delhi,58
LNA0001508,APP001195,2024-02-06,Home Loan,Home Purchase,62000.0,79674.0,Salaried,IT Company,409,1.3,21.22,Declined,2024-02-01,12,Delhi,58
LNA0001509,APP001196,2022-02-17,Personal Loan,Debt Consolidation,565000.0,23705.0,freelancer ,Healthcare,711,46.9,15.5,Declined,2022-02-27,84,Chennai,36
LNA0001510,APP001197,2022-08-17,Home Loan,Vehicle,412000.0,58957.0,Retired,Telecom,423,11.6,23.1,Approved,2022-08-26,240,Ahmedabad,62
LNA0001511,APP001198,2023-02-08,Credit Card,Education,954000.0,38483.0,Freelancer,Retail,739,45.3,15.39,Withdrawn,2023-02-15,240,Mumbai,56
LNA0001512,APP001198,2023-08-17,Auto Loan,Education,100000.0,32149.0,Freelancer,Retail,739,4.7,14.8,Withdrawn,2023-08-23,60,Mumbai,56
LNA0001513,APP001198,2023-11-11,Auto Loan,Personal,67000.0,34542.0,Freelancer,Retail,739,3.2,14.7,Withdrawn,2023-11-16,240,Mumbai,56
LNA0001514,APP001199,2023-05-26,Home Loan,Debt Consolidation,158000.0,34837.0,Unemployed,IT Company,583,8.1,19.44,Pending,2023-06-09,180,Hyderabad,46
LNA0001515,APP001200,2023-01-26,Auto Loan,Debt Consolidation,2539000.0,34200.0,Salaried,Government,384,142.0,23.32,Declined,2023-01-30,12,Delhi,51
LNA0001516,APP001200,2023-04-21,Home Loan,Vehicle,3018000.0,37059.0,Salaried,Government,384,168.8,22.04,Declined,2023-04-29,60,Delhi,51
LNA0001517,APP001201,2024-03-16,Home Loan,Debt Consolidation,767000.0,167268.0,Self-Employed,Startup,552,8.4,19.88,Withdrawn,2024-03-24,180,Hyderabad,35
LNA0001518,APP001202,2023-11-18,Credit Card,Education,114000.0,28113.0,Salaried,Government,729,6.1,15.24,Declined,2023-12-01,36,Chennai,22
LNA0001519,APP001203,2023-11-13,Personal Loan,Business,399000.0,33790.0,Salaried,Telecom,784,17.8,14.24,Approved,2023-11-16,84,Mumbai,31
LNA0001520,APP001203,2024-06-02,Personal Loan,Personal,384000.0,43381.0,Salaried,Telecom,784,17.1,15.99,Approved,2024-06-06,24,Mumbai,31
LNA0001521,APP001204,2022-05-02,Auto Loan,Personal,124000.0,20639.0,Self-Employed,Government,473,9.2,20.17,Pending,2022-05-12,120,Ahmedabad,49
LNA0001522,APP001205,2024-03-09,Home Loan,Education,528000.0,19829.0,Salaried,PSU Bank,651,57.2,18.1,Approved,2024-03-23,240,Bangalore,65
LNA0001523,APP001206,2022-02-23,Home Loan,Education,305000.0,37457.0,Self-Employed,Retail,548,12.5,19.68,Declined,2022-02-24,120,Bangalore,29
LNA0001524,APP001207,2022-10-07,Business Loan,Debt Consolidation,381000.0,171348.0,Self-Employed,PSU Bank,821,4.4,12.94,Approved,2022-10-16,24,Kolkata,60
LNA0001525,APP001208,2022-09-02,Auto Loan,Education,419000.0,66554.0,Retired,Startup,436,13.2,20.85,Declined,2022-09-12,240,Bangalore,57
LNA0001526,APP001209,2024-03-28,Credit Card,Business,127000.0,55541.0,Business Owner,IT Company,336,4.0,23.1,Declined,2024-04-11,120,Pune,57
LNA0001527,APP001209,2024-06-28,Business Loan,Vehicle,4170000.0,62235.0,Business Owner,IT Company,336,131.3,25.27,Declined,2024-07-08,24,Pune,57
LNA0001528,APP001210,2022-08-24,Credit Card,Vehicle,334000.0,161019.0,Salaried,Healthcare,736,3.3,15.39,Declined,2022-08-28,120,Bangalore,44
LNA0001529,APP001211,2022-12-24,Home Loan,Debt Consolidation,720000.0,20618.0,Salaried,Retail,491,57.4,21.64,Declined,2022-12-29,36,Bangalore,56
LNA0001530,APP001212,2024-01-24,Auto Loan,Personal,89000.0,66390.0,Salaried,Education,695,2.5,16.84,Approved,2024-01-26,180,Delhi,39
LNA0001531,APP001213,2022-10-21,Business Loan,Business,395000.0,64214.0,Self-Employed,Manufacturing,689,11.1,16.91,Declined,2022-11-02,60,Delhi,40
LNA0001532,APP001214,2023-01-31,Credit Card,Vehicle,457000.0,47469.0,Salaried,Telecom,663,16.8,16.0,Withdrawn,2023-02-08,12,Delhi,34
LNA0001533,APP001214,2023-07-26,Home Loan,Education,823000.0,48844.0,Salaried,Telecom,663,30.2,15.86,Pending,2023-08-05,84,Delhi,34
LNA0001534,APP001215,2022-07-09,Auto Loan,Medical,142000.0,22147.0,Salaried,PSU Bank,593,10.1,17.31,Declined,2022-07-12,36,Hyderabad,54
LNA0001535,APP001216,2022-05-29,Business Loan,Home Purchase,174000.0,22000.0,Salaried,PSU Bank,499,14.8,21.66,Approved,2022-06-10,12,Chennai,31
LNA0001536,APP001217,2023-03-18,Auto Loan,Home Purchase,172000.0,91802.0,Salaried,FMCG,654,3.8,17.5,Approved,2023-03-23,12,Bangalore,65
LNA0001537,APP001218,2023-05-17,Home Loan,Vehicle,936000.0,32911.0,Salaried,PSU Bank,597,47.7,17.41,Withdrawn,2023-05-30,48,Kolkata,64
LNA0001538,APP001218,2024-02-16,Home Loan,Business,395000.0,31019.0,Salaried,PSU Bank,597,20.1,19.68,Declined,2024-02-19,24,Kolkata,64
LNA0001539,APP001219,2023-02-11,Credit Card,Personal,-192000.0,57125.0,Self-Employed,Healthcare,857,7.1,14.51,Approved,2023-02-22,60,Mumbai,38
LNA0001540,APP001219,2023-12-10,Credit Card,Business,716000.0,42407.0,Self-Employed,Healthcare,857,26.3,12.32,Approved,2023-12-22,36,Mumbai,38
LNA0001541,APP001220,2022-05-18,Business Loan,Personal,419000.0,17246.0,Retired,Retail,868,38.6,12.13,Withdrawn,2022-05-22,36,Mumbai,56
LNA0001542,APP001220,2023-01-09,Auto Loan,Debt Consolidation,2766000.0,17548.0,Retired,Retail,868,254.8,14.1,Withdrawn,2023-01-12,48,Mumbai,56
LNA0001543,APP001221,2024-06-19,Business Loan,Home Purchase,185000.0,0.0,Self-Employed,Education,485,5.0,21.95,Declined,2024-07-02,120,Hyderabad,24
LNA0001544,APP001222,2023-06-30,Business Loan,Education,390000.0,21639.0,Freelancer,PSU Bank,808,27.1,13.89,Approved,2023-07-07,12,Delhi,45
LNA0001545,APP001223,2023-03-15,Auto Loan,Medical,81000.0,60036.0,Business Owner,Manufacturing,760,2.3,14.04,Approved,2023-03-26,48,Mumbai,54
LNA0001546,APP001224,2023-05-18,Home Loan,Medical,124000.0,98306.0,Salaried,Startup,890,2.7,13.22,Approved,2023-05-19,120,Mumbai,29
LNA0001547,APP001225,2023-01-27,Credit Card,Debt Consolidation,858000.0,31550.0,Salaried,IT Company,336,46.1,22.71,Declined,2023-02-10,36,Kolkata,21
LNA0001548,APP001226,2024-03-18,Business Loan,Business,416000.0,20303.0,Salaried,Manufacturing,778,33.5,14.96,Withdrawn,2024-03-23,180,Pune,32
LNA0001549,APP001227,2024-01-15,Credit Card,Personal,333000.0,71068.0,Unemployed,Startup,384,9.5,22.38,Declined,2024-01-17,36,Delhi,64
LNA0001550,APP001228,2024-02-21,Auto Loan,Business,3398000.0,71757.0,Salaried,Healthcare,527,78.8,21.0,Declined,2024-03-06,12,Delhi,31
LNA0001551,APP001229,2024-05-08,Credit Card,Debt Consolidation,752000.0,129338.0,Salaried,Telecom,302,10.0,25.91,Declined,2024-05-18,36,Bangalore,51
LNA0001552,APP001230,2023-09-06,Home Loan,Education,135000.0,36107.0,Salaried,Healthcare,899,7.1,13.89,Approved,2023-09-20,48,Mumbai,35
LNA0001553,APP001231,2022-06-29,Auto Loan,Education,92000.0,65124.0,Salaried,Education,562,2.3,19.1,Approved,2022-07-11,84,Mumbai,35
LNA0001554,APP001231,2022-08-19,Credit Card,Education,104000.0,85214.0,Salaried,Education,562,2.6,17.99,Withdrawn,2022-09-01,24,Mumbai,35
LNA0001555,APP001232,2022-01-25,Personal Loan,Medical,107000.0,38236.0,Salaried,PSU Bank,612,5.6,18.98,Withdrawn,2022-02-07,180,Bangalore,29
LNA0001556,APP001233,2023-09-07,Auto Loan,Debt Consolidation,886000.0,38236.0,Freelancer,PSU Bank,713,49.7,15.88,Approved,2023-09-13,36,Kolkata,42
LNA0001557,APP001234,2024-03-19,Auto Loan,Home Purchase,136000.0,213626.0,Salaried,Government,378,1.2,22.2,Declined,2024-03-26,36,Pune,62
LNA0001558,APP001235,2023-09-07,Business Loan,Education,3212000.0,22509.0,Business Owner,Telecom,758,276.9,15.71,Approved,2023-09-19,48,Chennai,22
LNA0001559,APP001236,2023-07-01,Personal Loan,Home Purchase,129000.0,534012.0,Freelancer,PSU Bank,609,0.5,19.11,Declined,2023-07-05,60,Bangalore,48
LNA0001560,APP001237,2023-06-16,Credit Card,Business,404000.0,18483.0,Freelancer,Retail,584,36.1,18.35,Approved,2023-06-14,36,Chennai,37
LNA0001561,APP001237,2023-08-01,Personal Loan,Home Purchase,903000.0,22849.0,Freelancer,Retail,584,80.6,19.71,Declined,2023-08-13,12,Chennai,37
LNA0001562,APP001238,2023-06-12,Personal Loan,Home Purchase,371000.0,69090.0,Self-Employed,Manufacturing,498,10.6,19.66,Declined,2023-06-20,180,Chennai,47
LNA0001563,APP001239,2022-02-09,Credit Card,Vehicle,136000.0,155172.0,Business Owner,PSU Bank,558,1.8,18.8,Declined,2022-02-17,36,Kolkata,25
LNA0001564,APP001240,2022-01-15,Home Loan,Debt Consolidation,647000.0,52973.0,Salaried,Manufacturing,885,23.8,12.11,Approved,2022-01-17,180,Mumbai,47
LNA0001565,APP001241,2022-01-25,Credit Card,Home Purchase,51000.0,31424.0,Self-Employed,Healthcare,670,2.9,17.84,Approved,2022-02-04,180,Hyderabad,58
LNA0001566,APP001242,2022-07-27,Credit Card,Medical,452000.0,61352.0,Unemployed,Retail,695,11.5,18.03,Declined,2022-07-29,48,Hyderabad,33
LNA0001567,APP001243,2024-01-18,Home Loan,Vehicle,403000.0,19872.0,Retired,Startup,691,37.5,15.3,Approved,2024-01-27,120,Bangalore,21
LNA0001568,APP001244,2022-08-14,Business Loan,Education,606000.0,38873.0,Business Owner,Startup,873,31.6,12.37,Declined,2022-08-16,48,Delhi,42
LNA0001569,APP001245,2023-03-08,Personal Loan,Vehicle,100000.0,51774.0,Salaried,Healthcare,683,3.0,16.54,Approved,2023-03-11,240,Pune,50
LNA0001570,APP001246,2022-12-06,Home Loan,Home Purchase,195000.0,177368.0,Salaried,Retail,608,2.3,16.92,Declined,2022-12-20,12,Hyderabad,33
LNA0001571,APP001247,2022-01-17,Home Loan,Education,909000.0,183356.0,Retired,Manufacturing,376,10.5,21.59,Pending,2022-01-18,60,Hyderabad,55
LNA0001572,APP001248,2023-02-16,Credit Card,Vehicle,2834000.0,19568.0,Salaried,Telecom,732,298.4,14.54,Withdrawn,2023-02-28,120,Bangalore,57
LNA0001573,APP001249,2023-10-23,Credit Card,Business,137000.0,62135.0,Salaried,FMCG,387,4.0,22.19,Declined,2023-11-03,12,Ahmedabad,34
LNA0001574,APP001250,2022-11-05,Auto Loan,Business,737000.0,85387.0,Retired,PSU Bank,603,16.4,19.82,Declined,2022-11-13,24,Ahmedabad,63
LNA0001575,APP001251,2022-12-25,Auto Loan,Business,130000.0,23919.0,Retired,Government,681,9.7,16.1,Approved,2023-01-07,24,Bangalore,21
LNA0001576,APP001252,2022-03-17,Auto Loan,Education,113000.0,22842.0,Salaried,Telecom,520,9.4,21.44,Approved,2022-03-23,36,Chennai,65
LNA0001577,APP001253,2022-12-04,Auto Loan,Education,3376000.0,95402.0,Salaried,Government,355,70.7,24.45,Declined,2022-12-13,240,Ahmedabad,43
LNA0001578,APP001254,2022-09-16,Credit Card,Personal,2194000.0,82142.0,Salaried,Education,602,43.7,18.8,Declined,2022-09-30,60,Hyderabad,23
LNA0001579,APP001254,2023-01-12,Home Loan,Debt Consolidation,166000.0,79829.0,Salaried,Education,602,3.3,17.48,Approved,2023-01-23,180,Hyderabad,23
LNA0001580,APP001254,2023-10-27,Personal Loan,Medical,1557000.0,102749.0,Salaried,Education,602,31.0,18.29,Declined,2023-10-31,60,Hyderabad,23
LNA0001581,APP001255,2023-12-09,Home Loan,Home Purchase,569000.0,288831.0,Self-Employed,Healthcare,753,4.0,16.55,Pending,2023-12-18,240,Pune,25
LNA0001582,APP001256,2022-05-29,Business Loan,Personal,217000.0,208649.0,Salaried,Telecom,415,1.7,21.1,Pending,2022-06-01,12,Delhi,24
LNA0001583,APP001256,2022-09-11,Personal Loan,Vehicle,91000.0,267494.0,Salaried,Telecom,415,0.7,22.43,Declined,2022-09-15,48,Delhi,24
LNA0001584,APP001256,2023-04-06,Credit Card,Medical,344000.0,198722.0,Salaried,Telecom,415,110.0784831325569,21.66,Approved,2023-04-12,48,Delhi,24
LNA0001585,APP001257,2022-06-13,Credit Card,Medical,475000.0,85377.0,Self-Employed,Telecom,778,11.6,13.85,Declined,2022-06-25,48,Hyderabad,33
LNA0001586,APP001257,2023-05-19,Credit Card,Medical,879000.0,62354.0,Self-Employed,Telecom,778,21.4,15.52,Approved,2023-05-27,36,Hyderabad,33
LNA0001587,APP001258,2022-12-12,Auto Loan,Home Purchase,75000.0,34002.0,Freelancer,IT Company,831,4.4,13.54,Approved,2022-12-14,12,Delhi,40
LNA0001588,APP001259,2022-06-02,Auto Loan,Vehicle,287000.0,0.0,Salaried,Education,667,25.8,16.26,Declined,2022-06-05,48,Mumbai,54
LNA0001589,APP001260,2023-01-14,Credit Card,Medical,128000.0,24784.0,Salaried,Government,899,11.0,11.57,Approved,2023-01-25,120,Delhi,60
LNA0001590,APP001261,01/03/2023,Auto Loan,Business,4845000.0,52349.0,Salaried,Startup,357,176.5,22.52,Withdrawn,2023-03-10,240,Pune,51
LNA0001591,APP001262,2024-06-25,Credit Card,Home Purchase,149000.0,53585.0,Self-Employed,Telecom,634,5.7,16.91,Declined,2024-07-05,48,Hyderabad,28
LNA0001592,APP001263,2022-12-13,Credit Card,Debt Consolidation,186000.0,77434.0,Salaried,Government,728,4.9,14.51,Declined,2022-12-25,120,Delhi,59
LNA0001593,APP001264,2023-05-14,Credit Card,Business,191000.0,62804.0,Salaried,Startup,744,5.3,15.88,Declined,2023-05-17,120,Delhi,110
LNA0001594,APP001265,2024-06-28,Personal Loan,Medical,560000.0,35282.0,Self-Employed,IT Company,684,28.5,18.13,Declined,2024-07-03,60,Bangalore,33
LNA0001595,APP001266,2023-01-02,Auto Loan,Home Purchase,1799000.0,16325.0,Salaried,Startup,390,188.8,22.09,Declined,2023-01-11,120,Mumbai,26
LNA0001596,APP001267,2024-06-09,Credit Card,Personal,173000.0,23047.0,Salaried,Manufacturing,760,14.1,14.72,Withdrawn,2024-06-18,36,Pune,59
LNA0001597,APP001268,2024-01-13,Credit Card,Home Purchase,4760000.0,500576.0,Business Owner,PSU Bank,396,16.9,22.36,Withdrawn,2024-01-21,240,Delhi,61
LNA0001598,APP001269,2022-10-02,Auto Loan,Debt Consolidation,872000.0,210281.0,Retired,Startup,694,7.5,16.11,Declined,2022-10-12,240,Bangalore,51
LNA0001599,APP001270,2022-11-28,Home Loan,Home Purchase,127000.0,131361.0,Retired,IT Company,413,1.9,21.66,Pending,2022-11-30,60,Bangalore,60
LNA0001600,APP001271,2023-03-25,Personal Loan,Debt Consolidation,101000.0,65137.0,Salaried,Startup,635,2.9,19.23,Pending,2023-03-30,48,Kolkata,36
LNA0001601,APP001272,2022-03-15,Personal Loan,Medical,68000.0,328035.0,Retired,Startup,766,0.3,15.74,Approved,2022-03-22,180,Kolkata,22
LNA0001602,APP001273,2022-11-12,Home Loan,Business,320000.0,15509.0,Self-Employed,FMCG,874,33.4,12.07,Approved,2022-11-16,180,Ahmedabad,24
LNA0001603,APP001274,2022-04-04,Home Loan,Business,83000.0,173419.0,Self-Employed,Manufacturing,580,1.0,18.63,Declined,2022-04-08,84,Hyderabad,24
LNA0001604,APP001274,2022-10-01,Business Loan,Education,93000.0,125930.0,Self-Employed,Manufacturing,580,1.1,20.08,Withdrawn,2022-10-15,60,Hyderabad,24
LNA0001605,APP001274,2023-04-15,Home Loan,Business,186000.0,143913.0,Self-Employed,Manufacturing,580,2.3,17.87,Withdrawn,2023-04-29,84,Hyderabad,24
LNA0001606,APP001275,2022-09-15,Business Loan,Debt Consolidation,861000.0,26765.0,Salaried,IT Company,317,64.2,25.27,Declined,2022-09-19,60,Hyderabad,37
LNA0001607,APP001276,2022-10-10,Home Loan,Vehicle,440000.0,95129.0,Freelancer,Government,730,7.4,15.52,Approved,2022-10-16,24,Mumbai,40
LNA0001608,APP001277,2024-04-22,Auto Loan,Debt Consolidation,141000.0,52665.0,Salaried,Government,700,5.4,15.12,Withdrawn,2024-04-25,12,Ahmedabad,47
LNA0001609,APP001278,2024-05-14,Home Loan,Debt Consolidation,842000.0,30915.0,Self-Employed,Healthcare,559,43.8,20.71,Approved,2024-05-27,12,Delhi,42
LNA0001610,APP001279,2024-05-09,Auto Loan,Debt Consolidation,78000.0,127146.0,Self-Employed,Education,312,0.9,22.87,Declined,2024-05-15,36,Chennai,47
LNA0001611,APP001280,,Home Loan,Home Purchase,137000.0,31652.0,Salaried,Startup,415,6.6,22.79,Withdrawn,2023-11-30,180,Chennai,58
LNA0001612,APP001281,2022-01-26,Credit Card,Debt Consolidation,1578000.0,67182.0,Unemployed,Retail,508,43.8,18.85,Declined,2022-01-28,60,Chennai,39
LNA0001613,APP001282,2022-12-07,Home Loan,Personal,75000.0,35303.0,Salaried,Healthcare,661,3.9,16.13,Approved,2022-12-21,48,Chennai,40
