alt_record_id,applicant_id,record_date,utility_payments_12m,utility_on_time_pct,rental_payments_12m,rental_on_time_pct,telecom_payments_12m,telecom_on_time_pct,mobile_money_txn_count,mobile_money_avg_balance,rent_amount_monthly,months_at_address,alt_score
ALT000893,APP002928,2023-04-18,21,82.0,0,74.9,5,69.4,105,40423.42,4045.0,37,773.0
ALT000894,APP002929,2022-09-12,6,95.4,11,80.8,1,71.9,115,12392.3,41143.0,17,432.0
ALT000895,APP002935,2023-07-12,6,54.5,6,100.0,10,58.4,197,40606.65,11734.0,112,333.0
ALT000896,APP002938,,6,99.0,2,93.0,9,89.4,188,4906.2,27164.0,74,726.0
ALT000897,APP002941,2023-05-01,10,71.0,9,47.5,5,52.9,115,14459.67,11669.0,5,534.0
ALT000898,APP002944,2023-02-11,10,60.4,11,72.3,3,51.2,163,20721.13,6252.0,73,785.0
ALT000899,APP002948,2022-11-03,9,79.3,2,59.2,10,65.9,163,29083.34,43922.0,66,401.0
ALT000900,APP002950,2024-03-26,10,83.7,8,82.8,5,64.8,154,45266.93,22306.0,46,737.0
ALT000901,APP002952,2022-01-31,11,88.6,11,68.5,2,55.5,140,6257.55,37961.0,67,800.0
ALT000902,APP002953,2022-06-24,6,84.1,3,62.2,9,74.2,2,49225.77,17850.0,45,399.0
ALT000903,APP002963,2024-04-26,10,84.5,1,44.9,2,92.7,33,49035.62,16777.0,23,730.0
ALT000904,APP002967,2024-04-02,11,56.8,2,97.5,7,67.5,78,16629.52,42995.0,64,652.0
ALT000905,APP002968,2022-03-02,1,59.4,0,56.7,1,66.8,44,16436.57,39486.0,80,629.0
ALT000906,APP002971,2023-12-04,6,83.6,5,74.4,1,50.6,63,37937.34,6311.0,42,540.0
ALT000907,APP002972,2023-10-03,7,76.9,0,60.4,6,64.0,6,19945.49,31688.0,116,703.0
ALT000908,APP002974,2024-03-03,6,78.2,1,98.6,2,55.9,35,8229.72,10062.0,7,834.0
ALT000909,APP002986,2023-01-23,11,59.6,9,61.8,10,86.4,11,8870.66,38636.0,80,428.0
ALT000910,APP002987,2024-01-18,2,56.6,8,89.9,8,76.3,35,36534.83,17386.0,16,360.0
ALT000911,APP002988,2023-12-03,3,86.0,11,61.7,2,77.2,113,42192.78,26445.0,47,652.0
ALT000912,APP002991,2023-06-18,6,79.7,7,66.0,8,88.6,196,14390.94,27167.0,80,848.0
ALT000913,APP002992,2022-06-03,0,68.0,6,55.1,3,89.4,55,47532.82,25199.0,71,508.0
ALT000914,APP002999,2024-02-20,5,62.0,9,87.5,1,67.9,102,24525.9,31322.0,45,454.0
ALT000915,APP003000,2024-02-25,8,93.6,7,80.3,4,59.9,188,44695.51,20189.0,19,618.0
ALT000916,APP003008,2023-11-12,12,106.0,6,92.5,4,80.3,63,10767.21,40508.0,85,719.0
ALT000917,APP003014,2023-01-13,2,85.3,0,66.2,6,79.0,71,30694.34,28227.0,28,493.0
ALT000918,APP003022,2023-02-01,2,89.4,8,89.7,11,95.3,7,29952.07,33529.0,104,527.0
ALT000919,APP003027,2023-09-28,12,88.3,5,99.1,2,77.8,40,41343.7,45132.0,101,686.0
ALT000920,APP003028,,6,92.5,3,58.4,8,97.6,180,48735.22,47939.0,58,780.0
ALT000921,APP003041,2023-02-27,2,54.3,7,90.0,8,93.5,84,7818.61,12765.0,79,430.0
ALT000922,APP003045,2023-03-21,5,86.5,1,47.5,5,59.6,2,37470.2,7163.0,107,687.0
ALT000923,APP003047,2023-05-16,10,52.0,7,93.2,5,74.2,151,20965.7,42391.0,57,617.0
ALT000924,APP003053,2024-02-28,12,82.6,11,45.7,6,85.2,24,-2843.67,42957.0,55,509.0
ALT000925,APP003054,2022-11-13,9,79.6,5,48.6,2,95.1,50,46160.38,21688.0,24,602.0
ALT000926,APP003056,2023-09-04,1,66.4,8,77.5,2,74.2,25,49110.64,6455.0,98,729.0
ALT000927,APP003058,2023-01-19,10,80.2,3,78.4,9,84.4,65,45805.54,34102.0,53,762.0
ALT000928,APP003062,2024-04-13,1,91.3,12,43.0,3,98.2,80,2198.71,38665.0,2,400.0
ALT000929,APP003063,2023-03-09,5,90.9,6,72.8,6,67.3,89,28007.19,12171.0,17,663.0
ALT000930,APP003064,2023-01-15,3,83.9,7,98.2,8,66.0,24,9040.09,46286.0,21,592.0
ALT000931,APP003065,2024-01-23,22,92.1,5,83.0,3,76.2,63,19882.85,21984.0,104,393.0
ALT000932,APP003071,2022-03-10,12,88.9,6,51.3,1,67.0,10,13391.35,26483.0,110,691.0
ALT000933,APP003077,2022-10-25,9,67.2,5,49.5,3,68.1,101,43474.66,37376.0,106,419.0
ALT000934,APP003084,2024-04-29,0,96.9,3,93.0,3,92.6,9,35349.94,43337.0,80,536.0
ALT000935,APP003093,2022-12-26,11,86.5,3,47.6,3,86.4,61,16154.03,16199.0,82,778.0
ALT000936,APP003095,2022-01-26,4,61.8,12,59.2,9,67.4,69,11746.66,43781.0,113,467.0
ALT000937,APP003099,2023-01-17,10,75.2,3,56.6,5,75.4,111,13344.28,49159.0,119,446.0
ALT000938,APP003101,2022-12-04,8,63.0,10,53.2,6,66.0,146,4278.44,42864.0,81,561.0
ALT000939,APP003103,2022-06-29,7,97.2,9,77.2,7,55.4,117,30139.82,32505.0,49,395.0
ALT000940,APP003111,2023-08-08,11,76.5,10,64.4,7,74.7,90,32207.82,16491.0,73,686.0
ALT000941,APP003112,2023-11-17,6,62.6,7,64.3,4,99.5,57,631.82,39840.0,98,848.0
ALT000942,APP003114,2023-03-06,9,61.8,3,54.1,2,79.3,11,11947.45,15708.0,93,602.0
ALT000943,APP003120,2024-01-02,5,53.1,3,50.8,8,54.5,9,8822.59,28928.0,22,533.0
ALT000944,APP003122,2023-11-11,11,54.6,1,73.6,1,64.1,49,49280.39,8920.0,22,649.0
ALT000945,APP003123,2022-10-11,6,99.4,6,56.5,11,58.4,123,45740.4,11734.0,111,437.0
ALT000946,APP003124,2023-01-17,10,71.7,7,90.2,12,74.5,71,42179.9,8743.0,77,376.0
ALT000947,APP003127,2023-01-25,9,84.3,6,45.8,10,55.6,170,49731.13,3384.0,34,335.0
ALT000948,APP003128,2022-07-15,5,80.5,7,68.5,12,77.0,21,48965.21,39604.0,66,662.0
ALT000949,APP003133,2024-04-19,7,60.1,11,47.4,5,80.9,80,40404.39,18293.0,100,412.0
ALT000950,APP003137,2022-05-12,9,78.0,6,47.0,7,96.9,88,38805.22,24363.0,98,632.0
ALT000951,APP003139,2024-05-26,11,68.0,6,77.7,12,92.9,136,48589.43,12864.0,81,509.0
ALT000952,APP003140,2024-04-27,4,82.3,4,85.1,11,96.2,29,15346.99,45571.0,53,521.0
ALT000953,APP003142,2022-08-29,4,77.3,6,92.0,3,78.4,42,37503.15,10591.0,114,694.0
ALT000954,APP003143,2023-10-15,4,89.0,9,61.5,1,78.1,103,32099.98,28616.0,41,353.0
ALT000955,APP003148,2022-10-29,22,78.8,6,56.4,1,89.2,75,9272.19,15145.0,112,776.0
ALT000956,APP003154,2022-02-02,12,92.5,6,58.0,12,54.8,184,28919.2,43250.0,70,422.0
ALT000957,APP003156,2023-02-28,11,68.0,12,88.7,11,52.7,130,3183.32,15190.0,13,817.0
ALT000958,APP003159,2023-04-09,3,62.3,5,54.5,3,99.0,33,1940.44,38916.0,45,529.0
ALT000959,APP003163,2024-03-03,1,98.9,11,57.3,2,61.3,14,1141.49,30624.0,54,723.0
ALT000960,APP003164,2022-04-17,6,84.3,8,72.0,1,82.9,25,15340.46,13537.0,29,661.0
ALT000961,APP003166,2023-03-10,6,63.4,10,90.2,10,98.7,122,25595.87,15604.0,88,320.0
ALT000962,APP003170,2022-10-20,7,92.4,1,40.1,4,70.9,109,12688.42,15319.0,50,328.0
ALT000963,APP003171,2022-01-03,9,50.6,2,61.1,1,66.6,166,6051.41,48611.0,46,474.0
ALT000964,APP003175,2022-10-26,2,75.5,2,92.0,0,65.5,10,34487.9,45275.0,101,445.0
ALT000965,APP003177,2022-09-26,1,58.2,8,85.4,12,96.1,168,10894.97,30665.0,120,841.0
ALT000966,APP003183,2024-04-04,0,75.5,10,71.2,12,83.6,122,12733.24,25574.0,85,525.0
ALT000967,APP003185,2022-07-28,5,63.9,8,73.1,1,74.9,139,665.18,39721.0,46,502.0
ALT000968,APP003190,2023-02-24,5,85.7,2,41.4,6,64.7,29,33713.94,3725.0,56,413.0
ALT000969,APP003192,2024-06-30,6,78.9,6,53.5,8,85.9,14,10290.07,25775.0,17,528.0
ALT000970,APP003197,2024-06-04,1,77.0,12,73.5,6,60.6,85,11111.84,18071.0,65,834.0
ALT000971,APP003200,2023-11-12,12,66.2,12,44.4,12,61.2,185,33913.74,31668.0,114,559.0
ALT000972,APP003202,2023-04-09,11,67.7,0,60.1,4,90.6,119,8880.37,14608.0,31,342.0
ALT000973,APP003208,2023-02-20,12,84.5,8,47.9,1,70.7,119,40110.96,48887.0,32,846.0
ALT000974,APP003212,2022-12-24,6,56.5,0,45.7,5,77.7,137,32150.44,21306.0,12,752.0
ALT000975,APP003213,2022-05-19,0,93.8,12,68.7,5,96.5,36,30301.25,14515.0,74,364.0
ALT000976,APP003215,2022-06-06,1,93.0,2,78.8,7,96.7,77,23187.76,21944.0,55,575.0
ALT000977,APP003216,2024-06-13,9,58.1,7,77.5,12,95.6,173,4757.64,39881.0,94,361.0
ALT000978,APP003223,2024-05-14,2,55.7,3,60.0,7,76.0,164,18952.67,48523.0,-3,686.0
ALT000979,APP003224,2022-02-28,3,95.4,8,46.3,6,62.2,74,39251.72,15382.0,45,422.0
ALT000980,APP003226,2022-01-28,8,54.4,10,99.1,4,74.8,89,42494.0,34671.0,83,410.0
ALT000981,APP003227,2023-09-29,7,72.4,5,59.2,1,60.0,3,13137.98,13860.0,94,305.0
ALT000982,APP003237,2023-07-12,2,96.1,4,51.9,10,85.1,86,42735.64,9646.0,19,390.0
ALT000983,APP003238,2022-02-08,5,74.2,2,63.2,2,97.5,196,10306.8,33190.0,34,443.0
ALT000984,APP003244,2023-08-23,2,58.2,12,44.9,0,86.3,99,32113.03,24801.0,75,477.0
ALT000985,APP003245,2023-06-03,6,80.1,4,66.5,3,57.2,78,42971.82,28815.0,29,347.0
ALT000986,APP003248,2023-12-04,1,71.3,0,64.9,4,91.6,111,25697.6,27220.0,106,551.0
ALT000987,APP003256,2022-07-19,9,68.1,7,68.5,12,56.8,54,13275.3,24003.0,112,610.0
ALT000988,APP003259,2024-01-21,7,69.3,6,74.3,7,87.9,196,24201.23,29707.0,91,777.0
ALT000989,APP003260,2023-03-03,8,72.4,1,95.6,10,58.8,147,34779.4,46158.0,51,342.0
ALT000990,APP003262,2022-04-20,0,64.6,9,67.9,8,57.1,141,33048.02,44590.0,69,449.0
ALT000991,APP003263,2023-03-21,11,88.7,11,77.5,8,76.9,173,27596.45,24634.0,23,515.0
ALT000992,APP003267,2023-11-10,2,69.1,0,45.6,5,61.0,157,24854.51,49500.0,56,334.0
ALT000993,APP003275,2024-05-25,10,67.0,8,64.5,12,99.1,124,25038.74,20550.0,13,539.0
ALT000994,APP003277,2022-07-10,11,71.0,9,89.2,11,55.7,136,9087.12,13038.0,31,730.0
ALT000995,APP003295,2022-03-12,4,67.1,8,47.8,8,62.6,91,8551.18,47853.0,112,783.0
ALT000996,APP003301,2022-01-09,6,51.8,10,90.0,2,73.4,143,26384.37,8626.0,17,629.0
ALT000997,APP003307,2023-01-01,8,81.0,2,95.5,10,69.7,0,27443.65,21016.0,41,581.0
ALT000998,APP003310,2022-05-24,7,95.6,9,42.5,1,61.3,33,33630.45,30642.0,44,747.0
ALT000999,APP003311,2023-03-13,6,72.2,6,67.2,8,58.8,11,28394.36,48967.0,34,555.0
ALT001000,APP003322,2024-01-06,4,139.3,10,79.6,10,96.9,199,16088.38,14915.0,73,567.0
ALT001001,APP003334,2024-06-20,6,72.3,1,62.3,2,87.6,107,48340.34,8405.0,103,477.0
ALT001002,APP003338,2022-09-17,12,78.1,7,50.1,3,66.4,63,30878.28,28596.0,97,588.0
ALT001003,APP003340,2022-12-21,6,64.1,8,60.1,5,76.7,36,26452.5,0.0,41,593.0
ALT001004,APP003347,2023-10-14,3,86.4,12,49.7,7,83.2,30,36767.89,21592.0,17,689.0
ALT001005,APP003348,2022-06-20,12,89.6,6,54.0,2,80.3,107,41004.17,32734.0,68,715.0
ALT001006,APP003349,2022-07-02,3,82.2,5,60.9,12,61.5,54,25877.29,23127.0,28,573.0
ALT001007,APP003351,2022-05-12,10,50.7,7,64.0,6,53.2,185,31490.99,28745.0,106,692.0
ALT001008,APP003354,2023-12-09,12,50.8,9,53.3,4,78.0,41,46312.91,11030.0,58,705.0
ALT001009,APP003358,2024-05-31,9,76.6,12,52.1,2,97.9,42,16898.38,8301.0,62,490.0
ALT001010,APP003360,2023-11-10,15,77.3,8,98.3,3,60.3,23,641.9,28796.0,16,491.0
ALT001011,APP003363,2022-05-23,11,84.7,7,49.4,12,95.4,67,49204.69,7874.0,9,451.0
ALT001012,APP003366,2023-02-02,12,72.2,6,57.3,4,76.0,44,33314.16,49422.0,31,623.0
ALT001013,APP003367,2023-01-02,16,92.8,11,44.8,2,73.2,104,3155.39,40628.0,104,632.0
ALT001014,APP003370,2022-04-23,5,95.2,3,43.5,3,84.6,95,23199.1,46569.0,108,590.0
ALT001015,APP003374,2023-01-07,9,85.5,12,58.0,4,74.6,134,35829.31,36294.0,88,659.0
ALT001016,APP003375,2024-01-17,5,85.4,0,97.0,2,62.6,18,5130.41,34426.0,74,723.0
ALT001017,APP003377,2022-02-08,0,91.1,12,57.5,3,93.3,27,26491.34,49069.0,23,403.0
ALT001018,APP003378,2023-03-27,11,96.4,11,46.7,11,57.9,3,23698.78,40341.0,115,505.0
ALT001019,APP003380,2023-12-07,4,77.8,7,81.7,5,91.8,77,39426.05,48139.0,61,538.0
ALT001020,APP003384,2023-02-07,11,81.3,7,68.0,8,86.6,176,20338.18,26108.0,3,377.0
ALT001021,APP003387,2023-06-22,9,75.5,11,71.8,5,95.7,106,30101.72,8981.0,78,515.0
ALT001022,APP003388,,7,86.5,1,42.6,0,82.5,0,43035.2,24089.0,18,538.0
ALT001023,APP003389,2022-03-18,7,88.8,11,75.8,1,76.0,39,18451.36,7246.0,4,709.0
ALT001024,APP003397,2022-11-26,8,120.9,8,78.9,10,52.9,175,154.96,16073.0,71,344.0
ALT001025,APP003400,2023-12-10,11,73.3,0,63.6,5,94.6,103,15590.58,26305.0,118,660.0
ALT001026,APP003409,2022-02-25,13,89.7,8,85.4,2,99.8,43,12799.71,4615.0,4,0.0
ALT001027,APP003410,2022-06-19,0,86.7,8,81.2,1,82.8,167,357.97,25299.0,4,654.0
ALT001028,APP003413,2024-03-05,8,89.5,3,60.0,5,93.0,82,20954.14,37418.0,44,685.0
ALT001029,APP003414,2022-03-18,12,87.7,11,60.5,0,82.7,154,9492.49,11976.0,83,542.0
ALT001030,APP003415,2022-09-13,5,94.3,10,87.3,0,51.0,83,26659.92,48886.0,53,692.0
ALT001031,APP003417,2022-05-01,6,78.2,6,92.2,8,74.1,56,4483.25,33608.0,26,407.0
ALT001032,APP003418,2023-11-15,9,81.6,8,93.9,0,76.1,128,22102.9,44202.0,5,657.0
ALT001033,APP003420,2022-09-21,8,96.4,10,51.4,5,97.6,99,16635.63,27692.0,14,608.0
ALT001034,APP003421,2023-01-23,4,91.6,6,47.8,1,91.3,66,279.76,16817.0,75,591.0
ALT001035,APP003427,2022-03-09,3,62.5,0,96.7,1,66.0,92,4608.01,42506.0,100,486.0
ALT001036,APP003430,2022-11-23,1,56.8,7,98.2,7,99.5,23,10817.97,45726.0,66,630.0
ALT001037,APP003440,2024-01-21,5,97.5,8,77.5,7,54.2,3,19369.64,41768.0,27,386.0
ALT001038,APP003441,2024-05-05,14,77.1,8,74.8,8,88.0,58,5160.6,0.0,11,612.0
ALT001039,APP003445,2023-02-11,11,93.1,6,95.1,7,56.9,50,14292.9,42069.0,9,824.0
ALT001040,APP003446,2022-02-13,5,59.3,4,59.2,7,52.4,96,23194.16,30541.0,36,623.0
ALT001041,APP003449,2022-12-14,3,94.2,11,59.4,12,70.8,81,13621.46,41646.0,9,451.0
ALT001042,APP003450,2023-09-21,6,52.9,9,53.6,2,56.3,179,27605.07,13693.0,60,659.0
ALT001043,APP003460,2023-08-22,11,90.6,7,76.7,2,68.7,18,25414.38,4002.0,107,385.0
ALT001044,APP003463,,8,65.4,8,59.0,2,90.0,85,22094.95,28186.0,106,849.0
ALT001045,APP003466,2023-11-03,8,56.9,5,92.0,0,59.9,117,42314.91,18307.0,45,517.0
ALT001046,APP003467,2022-09-08,8,63.4,11,88.2,3,81.9,185,31034.72,29889.0,108,545.0
ALT001047,APP003471,2022-02-19,8,80.4,5,71.8,12,73.2,37,33715.26,8995.0,69,486.0
ALT001048,APP003473,2023-12-16,8,79.9,1,44.4,4,75.4,177,7070.76,30565.0,30,788.0
ALT001049,APP003479,2023-07-08,10,80.3,5,88.1,7,83.9,38,21703.59,42580.0,88,543.0
ALT001050,APP003481,2022-07-24,0,61.2,12,73.9,9,56.5,42,28243.6,33809.0,46,437.0
ALT001051,APP003487,2023-03-02,5,89.7,6,54.2,5,85.3,177,11399.17,10115.0,96,346.0
ALT001052,APP003488,2022-11-25,4,78.7,8,70.8,10,87.2,3,47580.05,16825.0,35,530.0
ALT001053,APP003494,2023-04-02,1,62.5,5,88.1,8,81.3,46,43834.1,8596.0,117,788.0
ALT001054,APP003497,2023-02-01,5,78.5,8,42.1,7,94.5,190,46547.21,27377.0,17,693.0
ALT001055,APP003501,2022-06-29,11,94.6,9,51.2,1,78.8,73,30920.28,10069.0,96,456.0
ALT001056,APP003504,2023-02-11,3,61.8,7,46.3,7,82.8,57,36090.2,4249.0,72,304.0
ALT001057,APP003508,2023-07-17,7,70.3,4,63.4,11,84.4,140,35580.11,48392.0,35,438.0
ALT001058,APP003512,2022-05-18,4,73.0,0,41.7,3,58.2,58,3153.42,29707.0,16,388.0
ALT001059,APP003519,2024-06-16,5,84.1,2,44.0,6,74.0,67,12927.19,7001.0,117,661.0
ALT001060,APP003521,2022-12-17,10,68.7,5,68.8,1,52.8,74,35542.71,18604.0,23,632.0
ALT001061,APP003522,2022-03-29,5,69.8,3,68.6,12,51.9,73,40437.97,39180.0,100,571.0
ALT001062,APP003524,2022-08-01,0,89.8,5,67.2,11,68.9,14,410.12,13090.0,93,784.0
ALT001063,APP003527,2023-09-14,3,59.6,6,59.3,11,82.7,39,40231.04,9495.0,38,629.0
ALT001064,APP003532,2023-09-19,7,78.0,6,99.8,6,51.6,82,42797.79,12750.0,29,717.0
ALT001065,APP003533,2022-12-09,2,65.0,0,40.9,6,65.4,18,16229.35,30079.0,26,443.0
ALT001066,APP003536,2022-07-19,10,89.9,4,65.6,5,76.7,43,23078.33,29550.0,47,319.0
ALT001067,APP003537,2022-03-07,11,51.4,8,56.5,11,70.1,18,14076.41,43911.0,24,301.0
ALT001068,APP003539,2023-11-03,12,73.9,11,48.7,11,57.1,191,41338.61,19285.0,49,380.0
ALT001069,APP003543,2023-11-07,11,75.4,6,60.8,1,68.2,79,19761.56,11790.0,79,807.0
ALT001070,APP003546,2022-10-09,0,55.0,2,98.4,2,67.9,32,980.14,33998.0,64,675.0
ALT001071,APP003548,2023-03-22,7,70.4,4,81.8,4,75.0,81,29745.54,38899.0,18,645.0
ALT001072,APP003551,2024-05-03,8,76.5,11,87.6,0,94.4,94,26736.48,35347.0,76,560.0
ALT001073,APP003555,2023-01-22,1,55.5,9,75.1,2,56.1,31,8993.97,26302.0,46,796.0
ALT001074,APP003557,2024-06-08,3,82.9,12,89.1,1,76.6,105,35293.67,45265.0,83,543.0
ALT001075,APP003560,2022-05-04,1,80.0,1,58.2,8,94.5,144,1930.94,29089.0,30,747.0
ALT001076,APP003565,2022-08-16,1,80.4,11,50.5,3,88.8,94,38068.5,13572.0,71,794.0
ALT001077,APP003569,2022-11-26,0,74.2,8,95.9,0,74.9,81,11177.47,39372.0,114,571.0
ALT001078,APP003570,2023-11-18,4,78.4,0,92.6,6,53.6,78,38789.32,13101.0,67,325.0
ALT001079,APP003573,2023-08-18,2,98.5,3,92.3,8,57.7,107,3937.84,4768.0,115,401.0
ALT001080,APP003577,2024-04-05,5,75.9,10,43.0,0,95.9,178,35415.5,42747.0,73,635.0
ALT001081,APP003580,2023-12-06,24,72.7,6,92.1,10,93.4,131,38894.63,17326.0,55,345.0
ALT001082,APP003581,2022-07-20,9,78.5,6,47.6,7,95.6,6,9856.6,49065.0,61,376.0
ALT001083,APP003582,2023-10-31,12,79.1,8,79.2,9,75.5,141,29583.08,12994.0,72,485.0
ALT001084,APP003584,2022-03-12,5,74.7,11,83.4,4,89.6,82,3830.03,32984.0,44,712.0
ALT001085,APP003591,,1,81.9,9,48.0,1,51.4,139,42667.2,47511.0,22,807.0
ALT001086,APP003594,2024-02-18,3,76.0,0,94.9,11,58.5,87,4931.55,39575.0,15,359.0
ALT001087,APP003599,2022-10-30,11,65.6,4,49.0,1,54.7,95,42191.45,33322.0,114,315.0
ALT001088,APP003604,2022-04-13,8,76.3,7,58.6,1,75.7,111,32919.76,10544.0,73,651.0
ALT001089,APP003610,2024-03-20,9,92.3,6,76.8,8,90.6,63,30893.78,11339.0,11,486.0
ALT001090,APP003612,2023-02-28,0,69.2,6,47.8,1,78.0,178,18154.59,12212.0,60,754.0
ALT001091,APP003613,2022-08-03,11,94.4,9,70.0,5,93.8,0,17282.93,45754.0,-12,788.0
ALT001092,APP003614,2022-11-15,18,64.8,2,52.6,10,82.0,149,20413.76,29099.0,68,409.0
ALT001093,APP003615,2023-08-01,11,83.2,8,52.6,0,97.3,98,40537.99,5257.0,20,543.0
ALT001094,APP003617,2022-03-01,1,63.5,10,84.9,0,79.5,198,9011.99,36119.0,27,464.0
ALT001095,APP003620,2022-09-01,3,62.5,6,78.9,11,90.5,189,282.16,4778.0,36,451.0
ALT001096,APP003624,2022-08-13,2,84.2,1,71.0,8,98.7,9,37532.07,25632.0,75,683.0
ALT001097,APP003628,2022-08-14,6,97.6,3,46.6,9,86.3,90,27796.19,29285.0,59,410.0
ALT001098,APP003631,2022-06-09,10,84.7,11,70.3,5,60.6,119,48962.4,15582.0,21,718.0
ALT001099,APP003633,2023-02-02,2,78.1,10,80.0,4,54.5,51,40479.67,24636.0,36,782.0
ALT001100,APP003643,2022-12-02,12,73.1,0,83.8,5,97.4,189,28071.82,33593.0,67,699.0
ALT001101,APP003644,2024-01-25,1,71.0,4,45.3,7,91.8,144,12564.84,19190.0,50,612.0
ALT001102,APP003646,2023-08-15,1,97.6,1,46.3,8,82.6,200,10116.68,13132.0,113,594.0
ALT001103,APP003651,2022-04-09,10,61.4,0,62.8,7,55.8,109,49620.77,29647.0,73,392.0
ALT001104,APP003653,2023-02-13,8,63.7,5,52.3,2,56.1,181,32176.1,5455.0,74,670.0
ALT001105,APP003655,2022-01-21,2,67.6,0,41.2,5,50.9,119,40339.9,27000.0,86,710.0
ALT001106,APP003656,2022-09-16,0,73.6,8,69.9,11,98.5,178,13432.28,22607.0,59,700.0
ALT001107,APP003657,2024-05-06,6,58.6,7,62.6,10,53.9,130,29777.48,8292.0,85,355.0
ALT001108,APP003660,2024-03-15,2,79.9,7,48.1,5,51.3,75,38974.2,7353.0,4,577.0
ALT001109,APP003662,2023-09-05,11,77.7,12,74.4,6,70.3,142,15092.04,31394.0,26,783.0
ALT001110,APP003665,2023-04-16,3,59.1,3,48.8,1,67.4,192,21560.66,23238.0,39,662.0
ALT001111,APP003668,2022-08-26,4,56.0,4,55.5,9,95.5,157,9671.4,15644.0,60,780.0
ALT001112,APP003671,2024-06-09,4,136.2,2,64.6,4,67.5,73,33777.68,42872.0,65,723.0
ALT001113,APP003673,2023-06-22,11,50.0,7,99.0,8,93.9,178,24134.89,25258.0,12,327.0
ALT001114,APP003676,2023-05-20,11,71.6,10,79.2,0,64.7,83,30588.49,45485.0,111,432.0
ALT001115,APP003691,2022-11-29,2,80.1,9,69.1,9,94.8,6,20839.12,43029.0,43,398.0
ALT001116,APP003692,2023-03-17,1,95.6,0,96.0,5,62.3,1,34015.29,35001.0,99,694.0
ALT001117,APP003693,2023-10-07,4,78.1,7,48.6,1,94.3,159,43710.02,3950.0,37,481.0
ALT001118,APP003696,2023-03-03,11,76.0,4,53.7,4,92.1,121,39562.6,10424.0,80,312.0
ALT001119,APP003698,2023-03-21,6,93.0,2,88.4,8,97.5,155,37255.3,38265.0,-3,693.0
ALT001120,APP003705,2022-10-13,2,62.3,11,72.4,8,61.9,97,16513.67,12944.0,43,832.0
ALT001121,APP003708,2024-04-12,4,70.1,10,69.5,9,87.2,85,31852.46,18015.0,43,776.0
ALT001122,APP003713,2022-02-25,7,65.2,9,66.7,1,53.1,147,9312.42,24164.0,47,428.0
ALT001123,APP003715,2022-01-13,6,88.5,0,87.0,9,66.3,188,7399.13,3301.0,67,356.0
ALT001124,APP003719,2022-01-24,3,97.5,2,42.6,2,66.9,148,27551.28,10891.0,4,315.0
ALT001125,APP003724,2024-04-20,1,55.1,0,57.2,11,88.5,89,49352.64,24633.0,20,303.0
ALT001126,APP003728,2022-04-26,6,79.9,7,95.9,5,99.4,14,189.75,37341.0,100,372.0
ALT001127,APP003729,2023-06-09,3,76.4,10,68.5,5,78.8,93,11825.81,29126.0,85,616.0
ALT001128,APP003731,2022-12-26,3,77.2,12,89.0,9,75.6,91,15543.43,12151.0,102,682.0
ALT001129,APP003732,2022-02-27,5,98.3,5,49.6,8,63.0,182,25553.42,12677.0,72,399.0
ALT001130,APP003736,2022-10-08,5,69.1,10,74.1,8,64.9,49,37934.16,11927.0,1,673.0
ALT001131,APP003737,2023-03-25,9,91.0,4,49.4,9,96.8,192,47843.78,36156.0,21,694.0
ALT001132,APP003747,2024-04-02,7,72.6,4,48.5,4,81.1,17,3125.66,39800.0,-3,801.0
ALT001133,APP003748,2023-08-30,5,61.4,12,73.3,8,66.8,9,27924.64,45172.0,2,523.0
ALT001134,APP003757,2023-06-27,8,77.8,10,84.1,8,82.6,182,45170.83,41766.0,43,670.0
ALT001135,APP003759,2022-07-31,5,65.7,7,64.1,9,96.9,150,36895.78,42304.0,14,330.0
ALT001136,APP003765,2023-07-03,7,95.1,1,65.3,4,58.2,143,42334.71,27947.0,2,443.0
ALT001137,APP003767,2023-12-26,4,74.1,6,75.3,1,90.3,37,6672.92,46390.0,78,647.0
ALT001138,APP003770,2022-12-24,10,73.3,7,46.2,3,73.3,38,-1613.95,31545.0,89,627.0
ALT001139,APP003774,2023-03-15,6,94.2,9,74.5,6,75.2,53,48529.58,47981.0,43,483.0
ALT001140,APP003775,2023-09-01,2,54.2,4,82.5,9,56.0,31,21533.73,20041.0,70,811.0
ALT001141,APP003782,2022-05-27,11,71.8,0,82.4,0,65.8,181,32107.09,24568.0,70,9999.0
ALT001142,APP003789,2023-10-24,7,53.9,6,64.2,3,53.9,30,8358.62,14361.0,57,721.0
ALT001143,APP003792,2023-11-14,11,87.4,1,72.6,12,86.4,90,7458.05,47874.0,15,660.0
ALT001144,APP003794,2022-03-16,10,94.9,2,90.4,9,62.3,25,21463.61,27939.0,-3,416.0
ALT001145,APP003798,2024-02-06,9,68.2,2,69.9,7,51.0,74,4679.26,7046.0,88,442.0
ALT001146,APP003802,,11,94.8,11,83.4,3,92.5,40,27348.44,17999.0,117,849.0
ALT001147,APP003808,2022-03-21,7,60.0,9,46.0,6,61.2,43,49833.83,22428.0,84,624.0
ALT001148,APP003809,2023-01-25,0,62.5,6,47.4,0,54.9,141,18122.77,37381.0,98,460.0
ALT001149,APP003811,2023-12-14,6,50.5,11,81.9,4,66.8,42,4592.97,36194.0,106,579.0
